,store_id,product_id,quantity,extracted_date,data_source
41,1,42,0,2025-11-24 02:47:01,from_csv_file
42,1,43,2,2025-11-24 02:47:01,from_csv_file
43,1,44,1,2025-11-24 02:47:01,from_csv_file
44,1,45,15,2025-11-24 02:47:01,from_csv_file
45,1,46,19,2025-11-24 02:47:01,from_csv_file
46,1,47,21,2025-11-24 02:47:01,from_csv_file
47,1,48,5,2025-11-24 02:47:01,from_csv_file
48,1,49,8,2025-11-24 02:47:01,from_csv_file
49,1,50,29,2025-11-24 02:47:01,from_csv_file
50,1,51,2,2025-11-24 02:47:01,from_csv_file
51,1,52,18,2025-11-24 02:47:01,from_csv_file
52,1,53,17,2025-11-24 02:47:01,from_csv_file
53,1,54,11,2025-11-24 02:47:01,from_csv_file
54,1,55,11,2025-11-24 02:47:01,from_csv_file
55,1,56,15,2025-11-24 02:47:01,from_csv_file
56,1,57,1,2025-11-24 02:47:01,from_csv_file
57,1,58,1,2025-11-24 02:47:01,from_csv_file
58,1,59,22,2025-11-24 02:47:01,from_csv_file
59,1,60,19,2025-11-24 02:47:01,from_csv_file
60,1,61,30,2025-11-24 02:47:01,from_csv_file
61,1,62,21,2025-11-24 02:47:01,from_csv_file
62,1,63,4,2025-11-24 02:47:01,from_csv_file
63,1,64,30,2025-11-24 02:47:01,from_csv_file
64,1,65,10,2025-11-24 02:47:01,from_csv_file
65,1,66,12,2025-11-24 02:47:01,from_csv_file
66,1,67,19,2025-11-24 02:47:01,from_csv_file
67,1,68,30,2025-11-24 02:47:01,from_csv_file
68,1,69,4,2025-11-24 02:47:01,from_csv_file
69,1,70,3,2025-11-24 02:47:01,from_csv_file
70,1,71,25,2025-11-24 02:47:01,from_csv_file
71,1,72,9,2025-11-24 02:47:01,from_csv_file
72,1,73,7,2025-11-24 02:47:01,from_csv_file
73,1,74,9,2025-11-24 02:47:01,from_csv_file
74,1,75,23,2025-11-24 02:47:01,from_csv_file
75,1,76,15,2025-11-24 02:47:01,from_csv_file
76,1,77,16,2025-11-24 02:47:01,from_csv_file
77,1,78,13,2025-11-24 02:47:01,from_csv_file
78,1,79,13,2025-11-24 02:47:01,from_csv_file
79,1,80,11,2025-11-24 02:47:01,from_csv_file
80,1,81,25,2025-11-24 02:47:01,from_csv_file
81,1,82,1,2025-11-24 02:47:01,from_csv_file
82,1,83,13,2025-11-24 02:47:01,from_csv_file
83,1,84,11,2025-11-24 02:47:01,from_csv_file
84,1,85,23,2025-11-24 02:47:01,from_csv_file
85,1,86,19,2025-11-24 02:47:01,from_csv_file
86,1,87,27,2025-11-24 02:47:01,from_csv_file
87,1,88,7,2025-11-24 02:47:01,from_csv_file
88,1,89,9,2025-11-24 02:47:01,from_csv_file
89,1,90,4,2025-11-24 02:47:01,from_csv_file
90,1,91,8,2025-11-24 02:47:01,from_csv_file
91,1,92,0,2025-11-24 02:47:01,from_csv_file
92,1,93,22,2025-11-24 02:47:01,from_csv_file
93,1,94,6,2025-11-24 02:47:01,from_csv_file
94,1,95,25,2025-11-24 02:47:01,from_csv_file
95,1,96,20,2025-11-24 02:47:01,from_csv_file
96,1,97,20,2025-11-24 02:47:01,from_csv_file
97,1,98,28,2025-11-24 02:47:01,from_csv_file
98,1,99,28,2025-11-24 02:47:01,from_csv_file
99,1,100,15,2025-11-24 02:47:01,from_csv_file
100,1,101,17,2025-11-24 02:47:01,from_csv_file
101,1,102,9,2025-11-24 02:47:01,from_csv_file
102,1,103,13,2025-11-24 02:47:01,from_csv_file
103,1,104,25,2025-11-24 02:47:01,from_csv_file
104,1,105,7,2025-11-24 02:47:01,from_csv_file
105,1,106,30,2025-11-24 02:47:01,from_csv_file
106,1,107,20,2025-11-24 02:47:01,from_csv_file
107,1,108,15,2025-11-24 02:47:01,from_csv_file
108,1,109,30,2025-11-24 02:47:01,from_csv_file
109,1,110,1,2025-11-24 02:47:01,from_csv_file
110,1,111,11,2025-11-24 02:47:01,from_csv_file
111,1,112,17,2025-11-24 02:47:01,from_csv_file
112,1,113,24,2025-11-24 02:47:01,from_csv_file
113,1,114,3,2025-11-24 02:47:01,from_csv_file
114,1,115,10,2025-11-24 02:47:01,from_csv_file
115,1,116,24,2025-11-24 02:47:01,from_csv_file
116,1,117,15,2025-11-24 02:47:01,from_csv_file
117,1,118,12,2025-11-24 02:47:01,from_csv_file
118,1,119,17,2025-11-24 02:47:01,from_csv_file
119,1,120,23,2025-11-24 02:47:01,from_csv_file
120,1,121,19,2025-11-24 02:47:01,from_csv_file
121,1,122,22,2025-11-24 02:47:01,from_csv_file
122,1,123,8,2025-11-24 02:47:01,from_csv_file
123,1,124,23,2025-11-24 02:47:01,from_csv_file
124,1,125,22,2025-11-24 02:47:01,from_csv_file
125,1,126,28,2025-11-24 02:47:01,from_csv_file
126,1,127,12,2025-11-24 02:47:01,from_csv_file
127,1,128,11,2025-11-24 02:47:01,from_csv_file
128,1,129,21,2025-11-24 02:47:01,from_csv_file
129,1,130,22,2025-11-24 02:47:01,from_csv_file
130,1,131,20,2025-11-24 02:47:01,from_csv_file
131,1,132,1,2025-11-24 02:47:01,from_csv_file
132,1,133,9,2025-11-24 02:47:01,from_csv_file
133,1,134,26,2025-11-24 02:47:01,from_csv_file
134,1,135,15,2025-11-24 02:47:01,from_csv_file
135,1,136,12,2025-11-24 02:47:01,from_csv_file
136,1,137,12,2025-11-24 02:47:01,from_csv_file
137,1,138,6,2025-11-24 02:47:01,from_csv_file
138,1,139,17,2025-11-24 02:47:01,from_csv_file
139,1,140,3,2025-11-24 02:47:01,from_csv_file
140,1,141,21,2025-11-24 02:47:01,from_csv_file
141,1,142,22,2025-11-24 02:47:01,from_csv_file
142,1,143,19,2025-11-24 02:47:01,from_csv_file
143,1,144,7,2025-11-24 02:47:01,from_csv_file
144,1,145,5,2025-11-24 02:47:01,from_csv_file
145,1,146,6,2025-11-24 02:47:01,from_csv_file
146,1,147,8,2025-11-24 02:47:01,from_csv_file
147,1,148,6,2025-11-24 02:47:01,from_csv_file
148,1,149,1,2025-11-24 02:47:01,from_csv_file
149,1,150,22,2025-11-24 02:47:01,from_csv_file
150,1,151,24,2025-11-24 02:47:01,from_csv_file
151,1,152,12,2025-11-24 02:47:01,from_csv_file
152,1,153,25,2025-11-24 02:47:01,from_csv_file
153,1,154,13,2025-11-24 02:47:01,from_csv_file
154,1,155,8,2025-11-24 02:47:01,from_csv_file
155,1,156,13,2025-11-24 02:47:01,from_csv_file
156,1,157,25,2025-11-24 02:47:01,from_csv_file
157,1,158,11,2025-11-24 02:47:01,from_csv_file
158,1,159,18,2025-11-24 02:47:01,from_csv_file
159,1,160,0,2025-11-24 02:47:01,from_csv_file
160,1,161,17,2025-11-24 02:47:01,from_csv_file
161,1,162,14,2025-11-24 02:47:01,from_csv_file
162,1,163,0,2025-11-24 02:47:01,from_csv_file
163,1,164,15,2025-11-24 02:47:01,from_csv_file
164,1,165,16,2025-11-24 02:47:01,from_csv_file
165,1,166,23,2025-11-24 02:47:01,from_csv_file
166,1,167,28,2025-11-24 02:47:01,from_csv_file
167,1,168,0,2025-11-24 02:47:01,from_csv_file
168,1,169,25,2025-11-24 02:47:01,from_csv_file
169,1,170,14,2025-11-24 02:47:01,from_csv_file
170,1,171,3,2025-11-24 02:47:01,from_csv_file
171,1,172,3,2025-11-24 02:47:01,from_csv_file
172,1,173,2,2025-11-24 02:47:01,from_csv_file
173,1,174,26,2025-11-24 02:47:01,from_csv_file
174,1,175,2,2025-11-24 02:47:01,from_csv_file
175,1,176,11,2025-11-24 02:47:01,from_csv_file
176,1,177,19,2025-11-24 02:47:01,from_csv_file
177,1,178,23,2025-11-24 02:47:01,from_csv_file
178,1,179,16,2025-11-24 02:47:01,from_csv_file
179,1,180,5,2025-11-24 02:47:01,from_csv_file
180,1,181,19,2025-11-24 02:47:01,from_csv_file
181,1,182,28,2025-11-24 02:47:01,from_csv_file
182,1,183,11,2025-11-24 02:47:01,from_csv_file
183,1,184,4,2025-11-24 02:47:01,from_csv_file
184,1,185,3,2025-11-24 02:47:01,from_csv_file
185,1,186,1,2025-11-24 02:47:01,from_csv_file
186,1,187,16,2025-11-24 02:47:01,from_csv_file
187,1,188,30,2025-11-24 02:47:01,from_csv_file
188,1,189,6,2025-11-24 02:47:01,from_csv_file
189,1,190,21,2025-11-24 02:47:01,from_csv_file
190,1,191,21,2025-11-24 02:47:01,from_csv_file
191,1,192,20,2025-11-24 02:47:01,from_csv_file
192,1,193,30,2025-11-24 02:47:01,from_csv_file
193,1,194,24,2025-11-24 02:47:01,from_csv_file
194,1,195,1,2025-11-24 02:47:01,from_csv_file
195,1,196,26,2025-11-24 02:47:01,from_csv_file
196,1,197,22,2025-11-24 02:47:01,from_csv_file
197,1,198,1,2025-11-24 02:47:01,from_csv_file
198,1,199,2,2025-11-24 02:47:01,from_csv_file
199,1,200,27,2025-11-24 02:47:01,from_csv_file
200,1,201,16,2025-11-24 02:47:01,from_csv_file
201,1,202,5,2025-11-24 02:47:01,from_csv_file
202,1,203,4,2025-11-24 02:47:01,from_csv_file
203,1,204,23,2025-11-24 02:47:01,from_csv_file
204,1,205,9,2025-11-24 02:47:01,from_csv_file
205,1,206,10,2025-11-24 02:47:01,from_csv_file
206,1,207,27,2025-11-24 02:47:01,from_csv_file
207,1,208,13,2025-11-24 02:47:01,from_csv_file
208,1,209,22,2025-11-24 02:47:01,from_csv_file
209,1,210,25,2025-11-24 02:47:01,from_csv_file
210,1,211,13,2025-11-24 02:47:01,from_csv_file
211,1,212,17,2025-11-24 02:47:01,from_csv_file
212,1,213,14,2025-11-24 02:47:01,from_csv_file
213,1,214,4,2025-11-24 02:47:01,from_csv_file
214,1,215,1,2025-11-24 02:47:01,from_csv_file
215,1,216,11,2025-11-24 02:47:01,from_csv_file
216,1,217,11,2025-11-24 02:47:01,from_csv_file
217,1,218,27,2025-11-24 02:47:01,from_csv_file
218,1,219,30,2025-11-24 02:47:01,from_csv_file
219,1,220,4,2025-11-24 02:47:01,from_csv_file
220,1,221,7,2025-11-24 02:47:01,from_csv_file
221,1,222,12,2025-11-24 02:47:01,from_csv_file
222,1,223,3,2025-11-24 02:47:01,from_csv_file
223,1,224,16,2025-11-24 02:47:01,from_csv_file
224,1,225,24,2025-11-24 02:47:01,from_csv_file
225,1,226,18,2025-11-24 02:47:01,from_csv_file
226,1,227,19,2025-11-24 02:47:01,from_csv_file
227,1,228,22,2025-11-24 02:47:01,from_csv_file
228,1,229,27,2025-11-24 02:47:01,from_csv_file
229,1,230,7,2025-11-24 02:47:01,from_csv_file
230,1,231,25,2025-11-24 02:47:01,from_csv_file
231,1,232,5,2025-11-24 02:47:01,from_csv_file
232,1,233,5,2025-11-24 02:47:01,from_csv_file
233,1,234,13,2025-11-24 02:47:01,from_csv_file
234,1,235,7,2025-11-24 02:47:01,from_csv_file
235,1,236,18,2025-11-24 02:47:01,from_csv_file
236,1,237,26,2025-11-24 02:47:01,from_csv_file
237,1,238,20,2025-11-24 02:47:01,from_csv_file
238,1,239,28,2025-11-24 02:47:01,from_csv_file
239,1,240,17,2025-11-24 02:47:01,from_csv_file
240,1,241,17,2025-11-24 02:47:01,from_csv_file
241,1,242,10,2025-11-24 02:47:01,from_csv_file
242,1,243,11,2025-11-24 02:47:01,from_csv_file
243,1,244,10,2025-11-24 02:47:01,from_csv_file
244,1,245,3,2025-11-24 02:47:01,from_csv_file
245,1,246,0,2025-11-24 02:47:01,from_csv_file
246,1,247,15,2025-11-24 02:47:01,from_csv_file
247,1,248,14,2025-11-24 02:47:01,from_csv_file
248,1,249,27,2025-11-24 02:47:01,from_csv_file
249,1,250,3,2025-11-24 02:47:01,from_csv_file
250,1,251,2,2025-11-24 02:47:01,from_csv_file
251,1,252,28,2025-11-24 02:47:01,from_csv_file
252,1,253,16,2025-11-24 02:47:01,from_csv_file
253,1,254,24,2025-11-24 02:47:01,from_csv_file
254,1,255,13,2025-11-24 02:47:01,from_csv_file
255,1,256,20,2025-11-24 02:47:01,from_csv_file
256,1,257,17,2025-11-24 02:47:01,from_csv_file
257,1,258,25,2025-11-24 02:47:01,from_csv_file
258,1,259,10,2025-11-24 02:47:01,from_csv_file
259,1,260,20,2025-11-24 02:47:01,from_csv_file
260,1,261,3,2025-11-24 02:47:01,from_csv_file
261,1,262,6,2025-11-24 02:47:01,from_csv_file
262,1,263,21,2025-11-24 02:47:01,from_csv_file
263,1,264,16,2025-11-24 02:47:01,from_csv_file
264,1,265,28,2025-11-24 02:47:01,from_csv_file
265,1,266,1,2025-11-24 02:47:01,from_csv_file
266,1,267,27,2025-11-24 02:47:01,from_csv_file
267,1,268,23,2025-11-24 02:47:01,from_csv_file
268,1,269,22,2025-11-24 02:47:01,from_csv_file
269,1,270,16,2025-11-24 02:47:01,from_csv_file
270,1,271,6,2025-11-24 02:47:01,from_csv_file
271,1,272,14,2025-11-24 02:47:01,from_csv_file
272,1,273,20,2025-11-24 02:47:01,from_csv_file
273,1,274,19,2025-11-24 02:47:01,from_csv_file
274,1,275,28,2025-11-24 02:47:01,from_csv_file
275,1,276,7,2025-11-24 02:47:01,from_csv_file
276,1,277,13,2025-11-24 02:47:01,from_csv_file
277,1,278,17,2025-11-24 02:47:01,from_csv_file
278,1,279,17,2025-11-24 02:47:01,from_csv_file
279,1,280,23,2025-11-24 02:47:01,from_csv_file
280,1,281,11,2025-11-24 02:47:01,from_csv_file
281,1,282,6,2025-11-24 02:47:01,from_csv_file
282,1,283,10,2025-11-24 02:47:01,from_csv_file
283,1,284,27,2025-11-24 02:47:01,from_csv_file
284,1,285,20,2025-11-24 02:47:01,from_csv_file
285,1,286,28,2025-11-24 02:47:01,from_csv_file
286,1,287,2,2025-11-24 02:47:01,from_csv_file
287,1,288,9,2025-11-24 02:47:01,from_csv_file
288,1,289,2,2025-11-24 02:47:01,from_csv_file
289,1,290,8,2025-11-24 02:47:01,from_csv_file
290,1,291,9,2025-11-24 02:47:01,from_csv_file
291,1,292,30,2025-11-24 02:47:01,from_csv_file
292,1,293,18,2025-11-24 02:47:01,from_csv_file
293,1,294,3,2025-11-24 02:47:01,from_csv_file
294,1,295,24,2025-11-24 02:47:01,from_csv_file
295,1,296,9,2025-11-24 02:47:01,from_csv_file
296,1,297,22,2025-11-24 02:47:01,from_csv_file
297,1,298,26,2025-11-24 02:47:01,from_csv_file
298,1,299,18,2025-11-24 02:47:01,from_csv_file
299,1,300,7,2025-11-24 02:47:01,from_csv_file
300,1,301,10,2025-11-24 02:47:01,from_csv_file
301,1,302,0,2025-11-24 02:47:01,from_csv_file
302,1,303,12,2025-11-24 02:47:01,from_csv_file
303,1,304,15,2025-11-24 02:47:01,from_csv_file
304,1,305,23,2025-11-24 02:47:01,from_csv_file
305,1,306,21,2025-11-24 02:47:01,from_csv_file
306,1,307,17,2025-11-24 02:47:01,from_csv_file
307,1,308,23,2025-11-24 02:47:01,from_csv_file
308,1,309,7,2025-11-24 02:47:01,from_csv_file
309,1,310,18,2025-11-24 02:47:01,from_csv_file
310,1,311,20,2025-11-24 02:47:01,from_csv_file
311,1,312,23,2025-11-24 02:47:01,from_csv_file
312,1,313,14,2025-11-24 02:47:01,from_csv_file
313,2,1,14,2025-11-24 02:47:01,from_csv_file
314,2,2,16,2025-11-24 02:47:01,from_csv_file
315,2,3,28,2025-11-24 02:47:01,from_csv_file
316,2,4,2,2025-11-24 02:47:01,from_csv_file
317,2,5,1,2025-11-24 02:47:01,from_csv_file
318,2,6,11,2025-11-24 02:47:01,from_csv_file
319,2,7,8,2025-11-24 02:47:01,from_csv_file
320,2,8,1,2025-11-24 02:47:01,from_csv_file
321,2,9,17,2025-11-24 02:47:01,from_csv_file
322,2,10,13,2025-11-24 02:47:01,from_csv_file
323,2,11,21,2025-11-24 02:47:01,from_csv_file
324,2,12,2,2025-11-24 02:47:01,from_csv_file
325,2,13,1,2025-11-24 02:47:01,from_csv_file
326,2,14,18,2025-11-24 02:47:01,from_csv_file
327,2,15,6,2025-11-24 02:47:01,from_csv_file
328,2,16,20,2025-11-24 02:47:01,from_csv_file
329,2,17,3,2025-11-24 02:47:01,from_csv_file
330,2,18,13,2025-11-24 02:47:01,from_csv_file
331,2,19,15,2025-11-24 02:47:01,from_csv_file
332,2,20,20,2025-11-24 02:47:01,from_csv_file
333,2,21,16,2025-11-24 02:47:01,from_csv_file
334,2,22,0,2025-11-24 02:47:01,from_csv_file
335,2,23,12,2025-11-24 02:47:01,from_csv_file
336,2,24,16,2025-11-24 02:47:01,from_csv_file
337,2,25,18,2025-11-24 02:47:01,from_csv_file
338,2,26,2,2025-11-24 02:47:01,from_csv_file
339,2,27,10,2025-11-24 02:47:01,from_csv_file
340,2,28,25,2025-11-24 02:47:01,from_csv_file
341,2,29,29,2025-11-24 02:47:01,from_csv_file
342,2,30,17,2025-11-24 02:47:01,from_csv_file
343,2,31,10,2025-11-24 02:47:01,from_csv_file
344,2,32,13,2025-11-24 02:47:01,from_csv_file
345,2,33,8,2025-11-24 02:47:01,from_csv_file
346,2,34,24,2025-11-24 02:47:01,from_csv_file
347,2,35,25,2025-11-24 02:47:01,from_csv_file
348,2,36,15,2025-11-24 02:47:01,from_csv_file
349,2,37,5,2025-11-24 02:47:01,from_csv_file
350,2,38,18,2025-11-24 02:47:01,from_csv_file
351,2,39,28,2025-11-24 02:47:01,from_csv_file
352,2,40,15,2025-11-24 02:47:01,from_csv_file
353,2,41,6,2025-11-24 02:47:01,from_csv_file
354,2,42,16,2025-11-24 02:47:01,from_csv_file
355,2,43,2,2025-11-24 02:47:01,from_csv_file
356,2,44,24,2025-11-24 02:47:01,from_csv_file
357,2,45,13,2025-11-24 02:47:01,from_csv_file
358,2,46,18,2025-11-24 02:47:01,from_csv_file
359,2,47,0,2025-11-24 02:47:01,from_csv_file
360,2,48,20,2025-11-24 02:47:01,from_csv_file
361,2,49,4,2025-11-24 02:47:01,from_csv_file
362,2,50,7,2025-11-24 02:47:01,from_csv_file
363,2,51,8,2025-11-24 02:47:01,from_csv_file
364,2,52,23,2025-11-24 02:47:01,from_csv_file
365,2,53,19,2025-11-24 02:47:01,from_csv_file
366,2,54,6,2025-11-24 02:47:01,from_csv_file
367,2,55,5,2025-11-24 02:47:01,from_csv_file
368,2,56,20,2025-11-24 02:47:01,from_csv_file
369,2,57,27,2025-11-24 02:47:01,from_csv_file
370,2,58,15,2025-11-24 02:47:01,from_csv_file
371,2,59,17,2025-11-24 02:47:01,from_csv_file
372,2,60,1,2025-11-24 02:47:01,from_csv_file
373,2,61,20,2025-11-24 02:47:01,from_csv_file
374,2,62,4,2025-11-24 02:47:01,from_csv_file
375,2,63,5,2025-11-24 02:47:01,from_csv_file
376,2,64,30,2025-11-24 02:47:01,from_csv_file
377,2,65,16,2025-11-24 02:47:01,from_csv_file
378,2,66,22,2025-11-24 02:47:01,from_csv_file
379,2,67,8,2025-11-24 02:47:01,from_csv_file
380,2,68,23,2025-11-24 02:47:01,from_csv_file
381,2,69,22,2025-11-24 02:47:01,from_csv_file
382,2,70,6,2025-11-24 02:47:01,from_csv_file
383,2,71,30,2025-11-24 02:47:01,from_csv_file
384,2,72,1,2025-11-24 02:47:01,from_csv_file
385,2,73,20,2025-11-24 02:47:01,from_csv_file
386,2,74,23,2025-11-24 02:47:01,from_csv_file
387,2,75,11,2025-11-24 02:47:01,from_csv_file
388,2,76,20,2025-11-24 02:47:01,from_csv_file
389,2,77,25,2025-11-24 02:47:01,from_csv_file
390,2,78,4,2025-11-24 02:47:01,from_csv_file
391,2,79,29,2025-11-24 02:47:01,from_csv_file
392,2,80,27,2025-11-24 02:47:01,from_csv_file
393,2,81,19,2025-11-24 02:47:01,from_csv_file
394,2,82,4,2025-11-24 02:47:01,from_csv_file
395,2,83,21,2025-11-24 02:47:01,from_csv_file
396,2,84,22,2025-11-24 02:47:01,from_csv_file
397,2,85,6,2025-11-24 02:47:01,from_csv_file
398,2,86,24,2025-11-24 02:47:01,from_csv_file
399,2,87,14,2025-11-24 02:47:01,from_csv_file
400,2,88,8,2025-11-24 02:47:01,from_csv_file
401,2,89,8,2025-11-24 02:47:01,from_csv_file
402,2,90,26,2025-11-24 02:47:01,from_csv_file
403,2,91,0,2025-11-24 02:47:01,from_csv_file
404,2,92,22,2025-11-24 02:47:01,from_csv_file
405,2,93,22,2025-11-24 02:47:01,from_csv_file
406,2,94,2,2025-11-24 02:47:01,from_csv_file
407,2,95,10,2025-11-24 02:47:01,from_csv_file
408,2,96,22,2025-11-24 02:47:01,from_csv_file
409,2,97,15,2025-11-24 02:47:01,from_csv_file
410,2,98,14,2025-11-24 02:47:01,from_csv_file
411,2,99,24,2025-11-24 02:47:01,from_csv_file
412,2,100,12,2025-11-24 02:47:01,from_csv_file
413,2,101,4,2025-11-24 02:47:01,from_csv_file
414,2,102,12,2025-11-24 02:47:01,from_csv_file
415,2,103,1,2025-11-24 02:47:01,from_csv_file
416,2,104,26,2025-11-24 02:47:01,from_csv_file
417,2,105,3,2025-11-24 02:47:01,from_csv_file
418,2,106,7,2025-11-24 02:47:01,from_csv_file
419,2,107,29,2025-11-24 02:47:01,from_csv_file
420,2,108,29,2025-11-24 02:47:01,from_csv_file
421,2,109,25,2025-11-24 02:47:01,from_csv_file
422,2,110,7,2025-11-24 02:47:01,from_csv_file
423,2,111,6,2025-11-24 02:47:01,from_csv_file
424,2,112,1,2025-11-24 02:47:01,from_csv_file
425,2,113,7,2025-11-24 02:47:01,from_csv_file
426,2,114,12,2025-11-24 02:47:01,from_csv_file
427,2,115,19,2025-11-24 02:47:01,from_csv_file
428,2,116,17,2025-11-24 02:47:01,from_csv_file
429,2,117,18,2025-11-24 02:47:01,from_csv_file
430,2,118,25,2025-11-24 02:47:01,from_csv_file
431,2,119,23,2025-11-24 02:47:01,from_csv_file
432,2,120,16,2025-11-24 02:47:01,from_csv_file
433,2,121,3,2025-11-24 02:47:01,from_csv_file
434,2,122,11,2025-11-24 02:47:01,from_csv_file
435,2,123,18,2025-11-24 02:47:01,from_csv_file
436,2,124,4,2025-11-24 02:47:01,from_csv_file
437,2,125,10,2025-11-24 02:47:01,from_csv_file
438,2,126,13,2025-11-24 02:47:01,from_csv_file
439,2,127,12,2025-11-24 02:47:01,from_csv_file
440,2,128,28,2025-11-24 02:47:01,from_csv_file
441,2,129,21,2025-11-24 02:47:01,from_csv_file
442,2,130,17,2025-11-24 02:47:01,from_csv_file
443,2,131,9,2025-11-24 02:47:01,from_csv_file
444,2,132,6,2025-11-24 02:47:01,from_csv_file
445,2,133,28,2025-11-24 02:47:01,from_csv_file
446,2,134,13,2025-11-24 02:47:01,from_csv_file
447,2,135,30,2025-11-24 02:47:01,from_csv_file
448,2,136,8,2025-11-24 02:47:01,from_csv_file
449,2,137,1,2025-11-24 02:47:01,from_csv_file
450,2,138,16,2025-11-24 02:47:01,from_csv_file
451,2,139,24,2025-11-24 02:47:01,from_csv_file
452,2,140,13,2025-11-24 02:47:01,from_csv_file
453,2,141,28,2025-11-24 02:47:01,from_csv_file
454,2,142,24,2025-11-24 02:47:01,from_csv_file
455,2,143,12,2025-11-24 02:47:01,from_csv_file
456,2,144,4,2025-11-24 02:47:01,from_csv_file
457,2,145,23,2025-11-24 02:47:01,from_csv_file
458,2,146,3,2025-11-24 02:47:01,from_csv_file
459,2,147,13,2025-11-24 02:47:01,from_csv_file
460,2,148,27,2025-11-24 02:47:01,from_csv_file
461,2,149,22,2025-11-24 02:47:01,from_csv_file
462,2,150,7,2025-11-24 02:47:01,from_csv_file
463,2,151,2,2025-11-24 02:47:01,from_csv_file
464,2,152,21,2025-11-24 02:47:01,from_csv_file
465,2,153,21,2025-11-24 02:47:01,from_csv_file
466,2,154,9,2025-11-24 02:47:01,from_csv_file
467,2,155,21,2025-11-24 02:47:01,from_csv_file
468,2,156,8,2025-11-24 02:47:01,from_csv_file
469,2,157,28,2025-11-24 02:47:01,from_csv_file
470,2,158,0,2025-11-24 02:47:01,from_csv_file
471,2,159,30,2025-11-24 02:47:01,from_csv_file
472,2,160,4,2025-11-24 02:47:01,from_csv_file
473,2,161,9,2025-11-24 02:47:01,from_csv_file
474,2,162,18,2025-11-24 02:47:01,from_csv_file
475,2,163,30,2025-11-24 02:47:01,from_csv_file
476,2,164,9,2025-11-24 02:47:01,from_csv_file
477,2,165,6,2025-11-24 02:47:01,from_csv_file
478,2,166,27,2025-11-24 02:47:01,from_csv_file
479,2,167,1,2025-11-24 02:47:01,from_csv_file
480,2,168,29,2025-11-24 02:47:01,from_csv_file
481,2,169,1,2025-11-24 02:47:01,from_csv_file
482,2,170,2,2025-11-24 02:47:01,from_csv_file
483,2,171,28,2025-11-24 02:47:01,from_csv_file
484,2,172,16,2025-11-24 02:47:01,from_csv_file
485,2,173,17,2025-11-24 02:47:01,from_csv_file
486,2,174,8,2025-11-24 02:47:01,from_csv_file
487,2,175,0,2025-11-24 02:47:01,from_csv_file
488,2,176,26,2025-11-24 02:47:01,from_csv_file
489,2,177,9,2025-11-24 02:47:01,from_csv_file
490,2,178,1,2025-11-24 02:47:01,from_csv_file
491,2,179,16,2025-11-24 02:47:01,from_csv_file
492,2,180,3,2025-11-24 02:47:01,from_csv_file
493,2,181,29,2025-11-24 02:47:01,from_csv_file
494,2,182,21,2025-11-24 02:47:01,from_csv_file
495,2,183,26,2025-11-24 02:47:01,from_csv_file
496,2,184,0,2025-11-24 02:47:01,from_csv_file
497,2,185,4,2025-11-24 02:47:01,from_csv_file
