,order_id,item_id,product_id,quantity,list_price,discount,extracted_date,data_source,local_price
54,20,1,9,1,2999.99,0.07,2025-11-24 02:06:42,mysql_database,142404.53031665
55,20,2,10,2,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
56,21,1,14,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
57,21,2,17,1,429.0,0.1,2025-11-24 02:06:42,mysql_database,20363.915715000003
58,21,3,10,1,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
59,22,1,15,2,529.99,0.2,2025-11-24 02:06:42,mysql_database,25157.74286665
60,22,2,22,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
61,23,1,4,2,2899.99,0.05,2025-11-24 02:06:42,mysql_database,137657.69681665
62,23,2,23,2,299.99,0.1,2025-11-24 02:06:42,mysql_database,14240.02581665
63,23,3,13,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
64,24,1,3,2,999.99,0.1,2025-11-24 02:06:42,mysql_database,47467.86031665
65,24,2,18,2,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
66,25,1,23,2,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
67,25,2,10,2,1549.0,0.2,2025-11-24 02:06:42,mysql_database,73528.45091500001
68,25,3,22,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
69,25,4,14,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
70,25,5,21,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
71,26,1,7,1,3999.99,0.05,2025-11-24 02:06:42,mysql_database,189872.86531665002
72,26,2,2,1,749.99,0.2,2025-11-24 02:06:42,mysql_database,35600.776566650005
73,26,3,12,1,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
74,26,4,21,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
75,27,1,5,1,1320.99,0.2,2025-11-24 02:06:42,mysql_database,62705.19585165
76,27,2,19,1,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
77,27,3,26,2,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
78,27,4,8,1,1799.99,0.07,2025-11-24 02:06:42,mysql_database,85442.52831665
79,28,1,5,1,1320.99,0.05,2025-11-24 02:06:42,mysql_database,62705.19585165
80,28,2,7,2,3999.99,0.2,2025-11-24 02:06:42,mysql_database,189872.86531665002
81,28,3,14,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
82,28,4,6,1,469.99,0.05,2025-11-24 02:06:42,mysql_database,22309.642766650002
83,29,1,24,2,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
84,29,2,6,1,469.99,0.2,2025-11-24 02:06:42,mysql_database,22309.642766650002
85,29,3,21,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
86,29,4,8,1,1799.99,0.2,2025-11-24 02:06:42,mysql_database,85442.52831665
87,29,5,14,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
88,30,1,26,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
89,30,2,17,1,429.0,0.07,2025-11-24 02:06:42,mysql_database,20363.915715000003
90,30,3,19,1,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
91,30,4,4,1,2899.99,0.1,2025-11-24 02:06:42,mysql_database,137657.69681665
92,30,5,7,2,3999.99,0.1,2025-11-24 02:06:42,mysql_database,189872.86531665002
93,31,1,11,2,1680.99,0.05,2025-11-24 02:06:42,mysql_database,79793.79645165
94,31,2,9,2,2999.99,0.2,2025-11-24 02:06:42,mysql_database,142404.53031665
95,32,1,8,2,1799.99,0.07,2025-11-24 02:06:42,mysql_database,85442.52831665
96,32,2,12,2,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
97,32,3,25,2,499.99,0.1,2025-11-24 02:06:42,mysql_database,23733.692816650004
98,33,1,23,2,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
99,33,2,7,1,3999.99,0.1,2025-11-24 02:06:42,mysql_database,189872.86531665002
100,34,1,8,2,1799.99,0.07,2025-11-24 02:06:42,mysql_database,85442.52831665
101,34,2,10,2,1549.0,0.1,2025-11-24 02:06:42,mysql_database,73528.45091500001
102,34,3,17,2,429.0,0.2,2025-11-24 02:06:42,mysql_database,20363.915715000003
103,35,1,18,1,449.0,0.05,2025-11-24 02:06:42,mysql_database,21313.282415
104,35,2,20,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
105,35,3,5,1,1320.99,0.2,2025-11-24 02:06:42,mysql_database,62705.19585165
106,35,4,21,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
107,35,5,22,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
108,36,1,9,1,2999.99,0.07,2025-11-24 02:06:42,mysql_database,142404.53031665
109,36,2,5,1,1320.99,0.05,2025-11-24 02:06:42,mysql_database,62705.19585165
110,36,3,3,2,999.99,0.2,2025-11-24 02:06:42,mysql_database,47467.86031665
111,37,1,16,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
112,38,1,7,2,3999.99,0.05,2025-11-24 02:06:42,mysql_database,189872.86531665002
113,38,2,23,1,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
114,38,3,25,1,499.99,0.2,2025-11-24 02:06:42,mysql_database,23733.692816650004
115,38,4,10,2,1549.0,0.1,2025-11-24 02:06:42,mysql_database,73528.45091500001
116,38,5,24,1,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
117,39,1,22,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
118,39,2,16,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
119,39,3,3,2,999.99,0.05,2025-11-24 02:06:42,mysql_database,47467.86031665
120,39,4,15,1,529.99,0.1,2025-11-24 02:06:42,mysql_database,25157.74286665
121,40,1,17,1,429.0,0.2,2025-11-24 02:06:42,mysql_database,20363.915715000003
122,40,2,8,2,1799.99,0.2,2025-11-24 02:06:42,mysql_database,85442.52831665
123,41,1,5,1,1320.99,0.1,2025-11-24 02:06:42,mysql_database,62705.19585165
124,41,2,19,2,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
125,41,3,26,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
126,42,1,19,1,449.0,0.05,2025-11-24 02:06:42,mysql_database,21313.282415
127,43,1,13,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
128,43,2,12,2,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
129,44,1,7,1,3999.99,0.1,2025-11-24 02:06:42,mysql_database,189872.86531665002
130,44,2,16,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
131,45,1,4,2,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
132,45,2,22,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
133,45,3,21,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
134,46,1,17,1,429.0,0.1,2025-11-24 02:06:42,mysql_database,20363.915715000003
135,47,1,6,1,469.99,0.05,2025-11-24 02:06:42,mysql_database,22309.642766650002
136,47,2,15,1,529.99,0.1,2025-11-24 02:06:42,mysql_database,25157.74286665
137,47,3,25,2,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
138,47,4,13,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
139,48,1,11,1,1680.99,0.1,2025-11-24 02:06:42,mysql_database,79793.79645165
140,48,2,4,1,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
141,48,3,5,2,1320.99,0.1,2025-11-24 02:06:42,mysql_database,62705.19585165
142,48,4,14,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
143,49,1,13,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
144,50,1,3,1,999.99,0.05,2025-11-24 02:06:42,mysql_database,47467.86031665
145,50,2,26,2,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
146,50,3,13,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
147,51,1,13,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
148,51,2,20,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
149,51,3,26,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
150,52,1,25,1,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
151,53,1,8,2,1799.99,0.2,2025-11-24 02:06:42,mysql_database,85442.52831665
152,53,2,23,2,299.99,0.05,2025-11-24 02:06:42,mysql_database,14240.02581665
153,53,3,14,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
154,53,4,25,2,499.99,0.1,2025-11-24 02:06:42,mysql_database,23733.692816650004
155,54,1,26,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
156,54,2,3,1,999.99,0.2,2025-11-24 02:06:42,mysql_database,47467.86031665
157,55,1,21,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
158,55,2,25,2,499.99,0.2,2025-11-24 02:06:42,mysql_database,23733.692816650004
159,55,3,15,2,529.99,0.2,2025-11-24 02:06:42,mysql_database,25157.74286665
160,56,1,20,2,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
161,57,1,23,2,299.99,0.1,2025-11-24 02:06:42,mysql_database,14240.02581665
162,57,2,19,2,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
163,57,3,13,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
164,58,1,14,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
165,58,2,18,1,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
166,58,3,23,1,299.99,0.1,2025-11-24 02:06:42,mysql_database,14240.02581665
167,59,1,21,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
168,59,2,2,1,749.99,0.1,2025-11-24 02:06:42,mysql_database,35600.776566650005
169,59,3,17,2,429.0,0.1,2025-11-24 02:06:42,mysql_database,20363.915715000003
170,60,1,14,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
171,60,2,4,1,2899.99,0.1,2025-11-24 02:06:42,mysql_database,137657.69681665
172,60,3,15,1,529.99,0.07,2025-11-24 02:06:42,mysql_database,25157.74286665
173,60,4,22,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
174,61,1,25,1,499.99,0.1,2025-11-24 02:06:42,mysql_database,23733.692816650004
175,61,2,15,2,529.99,0.05,2025-11-24 02:06:42,mysql_database,25157.74286665
176,61,3,5,2,1320.99,0.2,2025-11-24 02:06:42,mysql_database,62705.19585165
177,62,1,14,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
178,62,2,8,2,1799.99,0.1,2025-11-24 02:06:42,mysql_database,85442.52831665
179,62,3,22,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
180,63,1,25,2,499.99,0.1,2025-11-24 02:06:42,mysql_database,23733.692816650004
181,63,2,19,2,449.0,0.05,2025-11-24 02:06:42,mysql_database,21313.282415
182,63,3,3,1,999.99,0.1,2025-11-24 02:06:42,mysql_database,47467.86031665
183,64,1,25,2,499.99,0.1,2025-11-24 02:06:42,mysql_database,23733.692816650004
184,64,2,22,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
185,64,3,23,2,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
186,64,4,24,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
187,65,1,12,1,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
188,66,1,2,1,749.99,0.2,2025-11-24 02:06:42,mysql_database,35600.776566650005
189,66,2,23,1,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
190,66,3,12,1,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
191,67,1,23,2,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
192,67,2,12,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
193,67,3,21,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
194,67,4,5,2,1320.99,0.1,2025-11-24 02:06:42,mysql_database,62705.19585165
195,67,5,19,1,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
196,68,1,13,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
197,68,2,17,1,429.0,0.1,2025-11-24 02:06:42,mysql_database,20363.915715000003
198,69,1,22,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
199,69,2,5,1,1320.99,0.2,2025-11-24 02:06:42,mysql_database,62705.19585165
200,69,3,10,1,1549.0,0.05,2025-11-24 02:06:42,mysql_database,73528.45091500001
201,70,1,3,2,999.99,0.05,2025-11-24 02:06:42,mysql_database,47467.86031665
202,70,2,18,1,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
203,70,3,20,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
204,71,1,26,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
205,71,2,24,1,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
206,71,3,18,1,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
207,72,1,17,2,429.0,0.07,2025-11-24 02:06:42,mysql_database,20363.915715000003
208,72,2,12,1,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
209,72,3,13,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
210,73,1,22,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
211,73,2,26,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
212,73,3,3,2,999.99,0.07,2025-11-24 02:06:42,mysql_database,47467.86031665
213,73,4,25,1,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
214,73,5,23,2,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
215,74,1,16,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
216,74,2,6,1,469.99,0.07,2025-11-24 02:06:42,mysql_database,22309.642766650002
217,75,1,3,1,999.99,0.1,2025-11-24 02:06:42,mysql_database,47467.86031665
218,75,2,7,2,3999.99,0.07,2025-11-24 02:06:42,mysql_database,189872.86531665002
219,75,3,15,1,529.99,0.2,2025-11-24 02:06:42,mysql_database,25157.74286665
220,76,1,12,1,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
221,76,2,11,2,1680.99,0.1,2025-11-24 02:06:42,mysql_database,79793.79645165
222,76,3,5,1,1320.99,0.07,2025-11-24 02:06:42,mysql_database,62705.19585165
223,77,1,20,1,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
224,77,2,24,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
225,77,3,26,1,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
226,77,4,25,1,499.99,0.2,2025-11-24 02:06:42,mysql_database,23733.692816650004
227,78,1,17,1,429.0,0.07,2025-11-24 02:06:42,mysql_database,20363.915715000003
228,78,2,19,1,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
229,78,3,18,2,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
230,78,4,14,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
231,79,1,9,2,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
232,79,2,17,2,429.0,0.05,2025-11-24 02:06:42,mysql_database,20363.915715000003
233,79,3,6,1,469.99,0.1,2025-11-24 02:06:42,mysql_database,22309.642766650002
234,79,4,25,2,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
235,80,1,26,1,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
236,80,2,24,1,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
237,80,3,17,1,429.0,0.2,2025-11-24 02:06:42,mysql_database,20363.915715000003
238,81,1,10,2,1549.0,0.2,2025-11-24 02:06:42,mysql_database,73528.45091500001
239,81,2,23,2,299.99,0.05,2025-11-24 02:06:42,mysql_database,14240.02581665
240,81,3,25,2,499.99,0.05,2025-11-24 02:06:42,mysql_database,23733.692816650004
241,82,1,25,2,499.99,0.1,2025-11-24 02:06:42,mysql_database,23733.692816650004
242,82,2,11,2,1680.99,0.2,2025-11-24 02:06:42,mysql_database,79793.79645165
243,83,1,20,1,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
244,83,2,3,2,999.99,0.05,2025-11-24 02:06:42,mysql_database,47467.86031665
245,84,1,23,2,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
246,84,2,15,2,529.99,0.07,2025-11-24 02:06:42,mysql_database,25157.74286665
247,85,1,4,2,2899.99,0.05,2025-11-24 02:06:42,mysql_database,137657.69681665
248,85,2,18,1,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
249,86,1,9,2,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
250,86,2,23,2,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
251,86,3,21,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
252,86,4,15,1,529.99,0.1,2025-11-24 02:06:42,mysql_database,25157.74286665
253,87,1,20,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
254,87,2,23,2,299.99,0.1,2025-11-24 02:06:42,mysql_database,14240.02581665
255,88,1,10,1,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
256,88,2,8,2,1799.99,0.1,2025-11-24 02:06:42,mysql_database,85442.52831665
257,88,3,7,1,3999.99,0.1,2025-11-24 02:06:42,mysql_database,189872.86531665002
258,89,1,5,1,1320.99,0.05,2025-11-24 02:06:42,mysql_database,62705.19585165
259,89,2,6,2,469.99,0.1,2025-11-24 02:06:42,mysql_database,22309.642766650002
260,90,1,3,1,999.99,0.1,2025-11-24 02:06:42,mysql_database,47467.86031665
261,90,2,6,1,469.99,0.07,2025-11-24 02:06:42,mysql_database,22309.642766650002
262,91,1,11,1,1680.99,0.1,2025-11-24 02:06:42,mysql_database,79793.79645165
263,91,2,25,1,499.99,0.05,2025-11-24 02:06:42,mysql_database,23733.692816650004
264,91,3,15,2,529.99,0.07,2025-11-24 02:06:42,mysql_database,25157.74286665
265,91,4,13,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
266,92,1,8,1,1799.99,0.1,2025-11-24 02:06:42,mysql_database,85442.52831665
267,93,1,22,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
268,93,2,17,1,429.0,0.05,2025-11-24 02:06:42,mysql_database,20363.915715000003
269,93,3,21,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
270,93,4,2,1,749.99,0.2,2025-11-24 02:06:42,mysql_database,35600.776566650005
271,93,5,10,2,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
272,94,1,12,1,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
273,94,2,4,1,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
274,94,3,11,1,1680.99,0.2,2025-11-24 02:06:42,mysql_database,79793.79645165
275,94,4,21,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
276,95,1,10,2,1549.0,0.2,2025-11-24 02:06:42,mysql_database,73528.45091500001
277,95,2,19,1,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
278,95,3,8,2,1799.99,0.2,2025-11-24 02:06:42,mysql_database,85442.52831665
279,95,4,20,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
280,96,1,26,1,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
281,96,2,23,1,299.99,0.05,2025-11-24 02:06:42,mysql_database,14240.02581665
282,97,1,20,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
283,97,2,2,1,749.99,0.07,2025-11-24 02:06:42,mysql_database,35600.776566650005
284,97,3,6,2,469.99,0.2,2025-11-24 02:06:42,mysql_database,22309.642766650002
285,97,4,19,1,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
286,98,1,19,1,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
287,98,2,21,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
288,98,3,2,1,749.99,0.2,2025-11-24 02:06:42,mysql_database,35600.776566650005
289,98,4,22,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
290,99,1,13,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
291,99,2,21,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
292,99,3,25,2,499.99,0.05,2025-11-24 02:06:42,mysql_database,23733.692816650004
293,99,4,7,2,3999.99,0.07,2025-11-24 02:06:42,mysql_database,189872.86531665002
294,99,5,23,2,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
295,100,1,12,2,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
296,100,2,11,2,1680.99,0.1,2025-11-24 02:06:42,mysql_database,79793.79645165
297,100,3,7,2,3999.99,0.2,2025-11-24 02:06:42,mysql_database,189872.86531665002
298,100,4,16,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
299,100,5,24,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
300,101,1,12,2,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
301,102,1,15,1,529.99,0.05,2025-11-24 02:06:42,mysql_database,25157.74286665
302,102,2,22,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
303,103,1,17,1,429.0,0.07,2025-11-24 02:06:42,mysql_database,20363.915715000003
304,103,2,3,1,999.99,0.05,2025-11-24 02:06:42,mysql_database,47467.86031665
305,103,3,18,1,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
306,103,4,15,2,529.99,0.1,2025-11-24 02:06:42,mysql_database,25157.74286665
307,103,5,9,2,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
308,104,1,19,2,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
309,104,2,26,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
310,105,1,11,2,1680.99,0.2,2025-11-24 02:06:42,mysql_database,79793.79645165
311,105,2,3,1,999.99,0.05,2025-11-24 02:06:42,mysql_database,47467.86031665
312,105,3,9,1,2999.99,0.05,2025-11-24 02:06:42,mysql_database,142404.53031665
