,product_id,product_name,brand_id,category_id,model_year,list_price,extracted_date,data_source,local_price
40,41,Haro Shift R3 - 2017,2,6,2017,1469.99,2025-11-24 02:47:01,from_csv_file,69777.97776665
41,42,Trek Fuel EX 5 27.5 Plus - 2017,9,6,2017,2299.99,2025-11-24 02:47:01,from_csv_file,109176.69581665
42,43,Trek Fuel EX 9.8 27.5 Plus - 2017,9,6,2017,5299.99,2025-11-24 02:47:01,from_csv_file,251581.70081665
43,44,Haro SR 1.1 - 2017,2,6,2017,539.99,2025-11-24 02:47:01,from_csv_file,25632.42621665
44,45,Haro SR 1.2 - 2017,2,6,2017,869.99,2025-11-24 02:47:01,from_csv_file,41296.976766650005
45,46,Haro SR 1.3 - 2017,2,6,2017,1409.99,2025-11-24 02:47:01,from_csv_file,66929.87766665
46,47,Trek Remedy 9.8 - 2017,9,6,2017,5299.99,2025-11-24 02:47:01,from_csv_file,251581.70081665
47,48,Trek Emonda S 4 - 2017,9,7,2017,1499.99,2025-11-24 02:47:01,from_csv_file,71202.02781665
48,49,Trek Domane SL 6 - 2017,9,7,2017,3499.99,2025-11-24 02:47:01,from_csv_file,166138.69781665
49,50,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99,2025-11-24 02:47:01,from_csv_file,284809.53531665
50,51,Trek Silque SLR 8 Women's - 2017,9,7,2017,6499.99,2025-11-24 02:47:01,from_csv_file,308543.70281665004
51,52,Surly Steamroller - 2017,8,7,2017,875.99,2025-11-24 02:47:01,from_csv_file,41581.786776650006
52,53,Surly Ogre Frameset - 2017,8,7,2017,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
53,54,Trek Domane SL Disc Frameset - 2017,9,7,2017,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
54,55,Trek Domane S 6 - 2017,9,7,2017,2699.99,2025-11-24 02:47:01,from_csv_file,128164.02981665
55,56,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99,2025-11-24 02:47:01,from_csv_file,261075.36781665002
56,57,Trek Emonda S 5 - 2017,9,7,2017,1999.99,2025-11-24 02:47:01,from_csv_file,94936.19531665
57,58,Trek Madone 9.2 - 2017,9,7,2017,4999.99,2025-11-24 02:47:01,from_csv_file,237341.20031665
58,59,Trek Domane S 5 Disc - 2017,9,7,2017,2599.99,2025-11-24 02:47:01,from_csv_file,123417.19631664999
59,60,Sun Bicycles ElectroLite - 2017,7,5,2017,1559.99,2025-11-24 02:47:01,from_csv_file,74050.12791665
60,61,Trek Powerfly 8 FS Plus - 2017,9,5,2017,4999.99,2025-11-24 02:47:01,from_csv_file,237341.20031665
61,62,Trek Boone 7 - 2017,9,4,2017,3499.99,2025-11-24 02:47:01,from_csv_file,166138.69781665
62,63,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99,2025-11-24 02:47:01,from_csv_file,166138.69781665
63,64,Electra Townie Original 7D - 2017,1,3,2017,489.99,2025-11-24 02:47:01,from_csv_file,23259.00946665
64,65,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,2025-11-24 02:47:01,from_csv_file,16471.037561650002
65,66,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,2025-11-24 02:47:01,from_csv_file,11914.077401650002
66,67,Sun Bicycles Revolutions 24 - Girl's - 2017,7,3,2017,250.99,2025-11-24 02:47:01,from_csv_file,11914.077401650002
67,68,Sun Bicycles Cruz 3 - 2017,7,3,2017,449.99,2025-11-24 02:47:01,from_csv_file,21360.276066650003
68,69,Sun Bicycles Cruz 7 - 2017,7,3,2017,416.99,2025-11-24 02:47:01,from_csv_file,19793.82101165
69,70,Electra Amsterdam Original 3i - 2015/2017,1,3,2017,659.99,2025-11-24 02:47:01,from_csv_file,31328.626416650004
70,71,Sun Bicycles Atlas X-Type - 2017,7,3,2017,416.99,2025-11-24 02:47:01,from_csv_file,19793.82101165
71,72,Sun Bicycles Biscayne Tandem 7 - 2017,7,3,2017,619.99,2025-11-24 02:47:01,from_csv_file,29429.893016650003
72,73,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
73,74,Electra Cruiser Lux 1 - 2017,1,3,2017,439.99,2025-11-24 02:47:01,from_csv_file,20885.59271665
74,75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,3,2017,599.99,2025-11-24 02:47:01,from_csv_file,28480.52631665
75,76,"Electra Girl's Hawaii 1 16"" - 2017",1,3,2017,299.99,2025-11-24 02:47:01,from_csv_file,14240.02581665
76,77,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99,2025-11-24 02:47:01,from_csv_file,37974.19331665
77,78,Sun Bicycles Biscayne Tandem CB - 2017,7,3,2017,647.99,2025-11-24 02:47:01,from_csv_file,30759.006396650002
78,79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7,3,2017,402.99,2025-11-24 02:47:01,from_csv_file,19129.26432165
79,80,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99,2025-11-24 02:47:01,from_csv_file,36170.39658665
80,81,Electra Amsterdam Fashion 7i Ladies' - 2017,1,3,2017,1099.99,2025-11-24 02:47:01,from_csv_file,52214.693816650004
81,82,Electra Amsterdam Original 3i Ladies' - 2017,1,3,2017,659.99,2025-11-24 02:47:01,from_csv_file,31328.626416650004
82,83,Trek Boy's Kickster - 2015/2017,9,1,2017,149.99,2025-11-24 02:47:01,from_csv_file,7119.775566650001
83,84,Sun Bicycles Lil Kitt'n - 2017,7,1,2017,109.99,2025-11-24 02:47:01,from_csv_file,5221.04216665
84,85,Haro Downtown 16 - 2017,2,1,2017,329.99,2025-11-24 02:47:01,from_csv_file,15664.075866650002
85,86,Trek Girl's Kickster - 2017,9,1,2017,149.99,2025-11-24 02:47:01,from_csv_file,7119.775566650001
86,87,Trek Precaliber 12 Boys - 2017,9,1,2017,189.99,2025-11-24 02:47:01,from_csv_file,9018.50896665
87,88,Trek Precaliber 12 Girls - 2017,9,1,2017,189.99,2025-11-24 02:47:01,from_csv_file,9018.50896665
88,89,Trek Precaliber 16 Boys - 2017,9,1,2017,209.99,2025-11-24 02:47:01,from_csv_file,9967.875666650001
89,90,Trek Precaliber 16 Girls - 2017,9,1,2017,209.99,2025-11-24 02:47:01,from_csv_file,9967.875666650001
90,91,Trek Precaliber 24 (21-Speed) - Girls - 2017,9,1,2017,349.99,2025-11-24 02:47:01,from_csv_file,16613.442566650003
91,92,Haro Shredder 20 - 2017,2,1,2017,209.99,2025-11-24 02:47:01,from_csv_file,9967.875666650001
92,93,Haro Shredder 20 Girls - 2017,2,1,2017,209.99,2025-11-24 02:47:01,from_csv_file,9967.875666650001
93,94,Haro Shredder Pro 20 - 2017,2,1,2017,249.99,2025-11-24 02:47:01,from_csv_file,11866.60906665
94,95,"Electra Girl's Hawaii 1 16"" - 2017",1,1,2017,299.99,2025-11-24 02:47:01,from_csv_file,14240.02581665
95,96,Electra Moto 3i (20-inch) - Boy's - 2017,1,1,2017,349.99,2025-11-24 02:47:01,from_csv_file,16613.442566650003
96,97,Electra Savannah 3i (20-inch) - Girl's - 2017,1,1,2017,349.99,2025-11-24 02:47:01,from_csv_file,16613.442566650003
97,98,Electra Straight 8 3i (20-inch) - Boy's - 2017,1,1,2017,489.99,2025-11-24 02:47:01,from_csv_file,23259.00946665
98,99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,1,1,2017,299.99,2025-11-24 02:47:01,from_csv_file,14240.02581665
99,100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,1,2017,489.99,2025-11-24 02:47:01,from_csv_file,23259.00946665
100,101,Electra Townie 7D (20-inch) - Boys' - 2017,1,1,2017,339.99,2025-11-24 02:47:01,from_csv_file,16138.759216650002
101,102,Electra Townie Original 7D - 2017,1,2,2017,489.99,2025-11-24 02:47:01,from_csv_file,23259.00946665
102,103,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,2025-11-24 02:47:01,from_csv_file,26202.046236650003
103,104,Sun Bicycles Streamway - 2017,7,2,2017,481.99,2025-11-24 02:47:01,from_csv_file,22879.26278665
104,105,Sun Bicycles Streamway 7 - 2017,7,2,2017,533.99,2025-11-24 02:47:01,from_csv_file,25347.616206650004
105,106,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,2025-11-24 02:47:01,from_csv_file,21360.276066650003
106,107,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,2025-11-24 02:47:01,from_csv_file,19793.82101165
107,108,Sun Bicycles Cruz 3 - Women's - 2017,7,2,2017,449.99,2025-11-24 02:47:01,from_csv_file,21360.276066650003
108,109,Sun Bicycles Cruz 7 - Women's - 2017,7,2,2017,416.99,2025-11-24 02:47:01,from_csv_file,19793.82101165
109,110,Sun Bicycles Drifter 7 - 2017,7,2,2017,470.99,2025-11-24 02:47:01,from_csv_file,22357.111101650004
110,111,Sun Bicycles Drifter 7 - Women's - 2017,7,2,2017,470.99,2025-11-24 02:47:01,from_csv_file,22357.111101650004
111,112,Trek 820 - 2018,9,6,2018,379.99,2025-11-24 02:47:01,from_csv_file,18037.49261665
112,113,Trek Marlin 5 - 2018,9,6,2018,489.99,2025-11-24 02:47:01,from_csv_file,23259.00946665
113,114,Trek Marlin 6 - 2018,9,6,2018,579.99,2025-11-24 02:47:01,from_csv_file,27531.159616650002
114,115,Trek Fuel EX 8 29 - 2018,9,6,2018,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
115,116,Trek Marlin 7 - 2017/2018,9,6,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
116,117,Trek Ticket S Frame - 2018,9,6,2018,1469.99,2025-11-24 02:47:01,from_csv_file,69777.97776665
117,118,Trek X-Caliber 8 - 2018,9,6,2018,999.99,2025-11-24 02:47:01,from_csv_file,47467.86031665
118,119,Trek Kids' Neko - 2018,9,6,2018,469.99,2025-11-24 02:47:01,from_csv_file,22309.642766650002
119,120,Trek Fuel EX 7 29 - 2018,9,6,2018,2499.99,2025-11-24 02:47:01,from_csv_file,118670.36281665
120,121,Surly Krampus Frameset - 2018,8,6,2018,2499.99,2025-11-24 02:47:01,from_csv_file,118670.36281665
121,122,Surly Troll Frameset - 2018,8,6,2018,2499.99,2025-11-24 02:47:01,from_csv_file,118670.36281665
122,123,Trek Farley Carbon Frameset - 2018,9,6,2018,999.99,2025-11-24 02:47:01,from_csv_file,47467.86031665
123,124,Surly Krampus - 2018,8,6,2018,1499.0,2025-11-24 02:47:01,from_csv_file,71155.034165
124,125,Trek Kids' Dual Sport - 2018,9,6,2018,469.99,2025-11-24 02:47:01,from_csv_file,22309.642766650002
125,126,Surly Big Fat Dummy Frameset - 2018,8,6,2018,469.99,2025-11-24 02:47:01,from_csv_file,22309.642766650002
126,127,Surly Pack Rat Frameset - 2018,8,6,2018,469.99,2025-11-24 02:47:01,from_csv_file,22309.642766650002
127,128,Surly ECR 27.5 - 2018,8,6,2018,1899.0,2025-11-24 02:47:01,from_csv_file,90142.368165
128,129,Trek X-Caliber 7 - 2018,9,6,2018,919.99,2025-11-24 02:47:01,from_csv_file,43670.39351665
129,130,Trek Stache Carbon Frameset - 2018,9,6,2018,919.99,2025-11-24 02:47:01,from_csv_file,43670.39351665
130,131,Heller Bloodhound Trail - 2018,3,6,2018,2599.0,2025-11-24 02:47:01,from_csv_file,123370.202665
131,132,Trek Procal AL Frameset - 2018,9,6,2018,1499.99,2025-11-24 02:47:01,from_csv_file,71202.02781665
132,133,Trek Procaliber Frameset - 2018,9,6,2018,1499.99,2025-11-24 02:47:01,from_csv_file,71202.02781665
133,134,Trek Remedy 27.5 C Frameset - 2018,9,6,2018,1499.99,2025-11-24 02:47:01,from_csv_file,71202.02781665
134,135,Trek X-Caliber Frameset - 2018,9,6,2018,1499.99,2025-11-24 02:47:01,from_csv_file,71202.02781665
135,136,Trek Procaliber 6 - 2018,9,6,2018,1799.99,2025-11-24 02:47:01,from_csv_file,85442.52831665
136,137,Heller Shagamaw GX1 - 2018,3,6,2018,2599.0,2025-11-24 02:47:01,from_csv_file,123370.202665
137,138,Trek Fuel EX 5 Plus - 2018,9,6,2018,2249.99,2025-11-24 02:47:01,from_csv_file,106803.27906665
138,139,Trek Remedy 7 27.5 - 2018,9,6,2018,2999.99,2025-11-24 02:47:01,from_csv_file,142404.53031665
139,140,Trek Remedy 9.8 27.5 - 2018,9,6,2018,4999.99,2025-11-24 02:47:01,from_csv_file,237341.20031665
140,141,Trek Stache 5 - 2018,9,6,2018,1599.99,2025-11-24 02:47:01,from_csv_file,75948.86131665
141,142,Trek Fuel EX 8 29 XT - 2018,9,6,2018,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
142,143,Trek Domane ALR 3 - 2018,9,7,2018,1099.99,2025-11-24 02:47:01,from_csv_file,52214.693816650004
143,144,Trek Domane ALR 4 Disc - 2018,9,7,2018,1549.99,2025-11-24 02:47:01,from_csv_file,73575.44456665001
144,145,Trek Domane ALR 5 Disc - 2018,9,7,2018,1799.99,2025-11-24 02:47:01,from_csv_file,85442.52831665
145,146,Trek Domane SLR 6 - 2018,9,7,2018,4999.99,2025-11-24 02:47:01,from_csv_file,237341.20031665
146,147,Trek Domane ALR 5 Gravel - 2018,9,7,2018,1799.99,2025-11-24 02:47:01,from_csv_file,85442.52831665
147,148,Trek Domane SL 8 Disc - 2018,9,7,2018,5499.99,2025-11-24 02:47:01,from_csv_file,261075.36781665002
148,149,Trek Domane SLR 8 Disc - 2018,9,7,2018,7499.99,2025-11-24 02:47:01,from_csv_file,356012.03781665
149,150,Trek Emonda SL 7 - 2018,9,7,2018,4499.99,2025-11-24 02:47:01,from_csv_file,213607.03281665
150,151,Trek Domane ALR 4 Disc Women's - 2018,9,7,2018,1549.99,2025-11-24 02:47:01,from_csv_file,73575.44456665001
151,152,Trek Domane SL 5 Disc Women's - 2018,9,7,2018,2499.99,2025-11-24 02:47:01,from_csv_file,118670.36281665
152,153,Trek Domane SL 7 Women's - 2018,9,7,2018,4999.99,2025-11-24 02:47:01,from_csv_file,237341.20031665
153,154,Trek Domane SLR 6 Disc Women's - 2018,9,7,2018,5499.99,2025-11-24 02:47:01,from_csv_file,261075.36781665002
154,155,Trek Domane SLR 9 Disc - 2018,9,7,2018,11999.99,2025-11-24 02:47:01,from_csv_file,569619.5453166501
155,156,Trek Domane SL Frameset - 2018,9,7,2018,6499.99,2025-11-24 02:47:01,from_csv_file,308543.70281665004
156,157,Trek Domane SL Frameset Women's - 2018,9,7,2018,6499.99,2025-11-24 02:47:01,from_csv_file,308543.70281665004
157,158,Trek CrossRip 1 - 2018,9,7,2018,959.99,2025-11-24 02:47:01,from_csv_file,45569.126916650006
158,159,Trek Emonda ALR 6 - 2018,9,7,2018,2299.99,2025-11-24 02:47:01,from_csv_file,109176.69581665
159,160,Trek Emonda SLR 6 - 2018,9,7,2018,4499.99,2025-11-24 02:47:01,from_csv_file,213607.03281665
160,161,Surly ECR - 2018,8,7,2018,1899.0,2025-11-24 02:47:01,from_csv_file,90142.368165
161,162,Trek Emonda SL 6 Disc - 2018,9,7,2018,2999.99,2025-11-24 02:47:01,from_csv_file,142404.53031665
162,163,Surly Pack Rat - 2018,8,7,2018,1349.0,2025-11-24 02:47:01,from_csv_file,64034.78391500001
163,164,Surly Straggler 650b - 2018,8,7,2018,1549.0,2025-11-24 02:47:01,from_csv_file,73528.45091500001
164,165,Trek 1120 - 2018,9,7,2018,2499.99,2025-11-24 02:47:01,from_csv_file,118670.36281665
165,166,Trek Domane AL 2 Women's - 2018,9,7,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
166,167,Surly ECR Frameset - 2018,8,7,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
167,168,Surly Straggler - 2018,8,7,2018,1549.0,2025-11-24 02:47:01,from_csv_file,73528.45091500001
168,169,Trek Emonda SLR 8 - 2018,9,7,2018,6499.99,2025-11-24 02:47:01,from_csv_file,308543.70281665004
169,170,Trek CrossRip 2 - 2018,9,7,2018,1299.99,2025-11-24 02:47:01,from_csv_file,61708.360816650005
170,171,Trek Domane SL 6 - 2018,9,7,2018,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
171,172,Trek Domane ALR Disc Frameset - 2018,9,7,2018,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
172,173,Trek Domane ALR Frameset - 2018,9,7,2018,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
173,174,Trek Domane SLR Disc Frameset - 2018,9,7,2018,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
174,175,Trek Domane SLR Frameset - 2018,9,7,2018,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
175,176,Trek Madone 9 Frameset - 2018,9,7,2018,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
176,177,Trek Domane SLR 6 Disc - 2018,9,7,2018,5499.99,2025-11-24 02:47:01,from_csv_file,261075.36781665002
177,178,Trek Domane AL 2 - 2018,9,7,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
178,179,Trek Domane AL 3 - 2018,9,7,2018,919.99,2025-11-24 02:47:01,from_csv_file,43670.39351665
179,180,Trek Domane AL 3 Women's - 2018,9,7,2018,919.99,2025-11-24 02:47:01,from_csv_file,43670.39351665
180,181,Trek Domane SL 5 - 2018,9,7,2018,2199.99,2025-11-24 02:47:01,from_csv_file,104429.86231665
181,182,Trek Domane SL 5 Disc - 2018,9,7,2018,2499.99,2025-11-24 02:47:01,from_csv_file,118670.36281665
182,183,Trek Domane SL 5 Women's - 2018,9,7,2018,2199.99,2025-11-24 02:47:01,from_csv_file,104429.86231665
183,184,Trek Domane SL 6 Disc - 2018,9,7,2018,3499.99,2025-11-24 02:47:01,from_csv_file,166138.69781665
184,185,Trek Conduit+ - 2018,9,5,2018,2799.99,2025-11-24 02:47:01,from_csv_file,132910.86331665
185,186,Trek CrossRip+ - 2018,9,5,2018,4499.99,2025-11-24 02:47:01,from_csv_file,213607.03281665
186,187,Trek Neko+ - 2018,9,5,2018,2799.99,2025-11-24 02:47:01,from_csv_file,132910.86331665
187,188,Trek XM700+ Lowstep - 2018,9,5,2018,3499.99,2025-11-24 02:47:01,from_csv_file,166138.69781665
188,189,Trek Lift+ Lowstep - 2018,9,5,2018,2799.99,2025-11-24 02:47:01,from_csv_file,132910.86331665
189,190,Trek Dual Sport+ - 2018,9,5,2018,2799.99,2025-11-24 02:47:01,from_csv_file,132910.86331665
190,191,Electra Loft Go! 8i - 2018,1,5,2018,2799.99,2025-11-24 02:47:01,from_csv_file,132910.86331665
191,192,Electra Townie Go! 8i - 2017/2018,1,5,2018,2599.99,2025-11-24 02:47:01,from_csv_file,123417.19631664999
192,193,Trek Lift+ - 2018,9,5,2018,2799.99,2025-11-24 02:47:01,from_csv_file,132910.86331665
193,194,Trek XM700+ - 2018,9,5,2018,3499.99,2025-11-24 02:47:01,from_csv_file,166138.69781665
194,195,Electra Townie Go! 8i Ladies' - 2018,1,5,2018,2599.99,2025-11-24 02:47:01,from_csv_file,123417.19631664999
195,196,Trek Verve+ - 2018,9,5,2018,2299.99,2025-11-24 02:47:01,from_csv_file,109176.69581665
196,197,Trek Verve+ Lowstep - 2018,9,5,2018,2299.99,2025-11-24 02:47:01,from_csv_file,109176.69581665
197,198,Electra Townie Commute Go! - 2018,1,5,2018,2999.99,2025-11-24 02:47:01,from_csv_file,142404.53031665
198,199,Electra Townie Commute Go! Ladies' - 2018,1,5,2018,2999.99,2025-11-24 02:47:01,from_csv_file,142404.53031665
199,200,Trek Powerfly 5 - 2018,9,5,2018,3499.99,2025-11-24 02:47:01,from_csv_file,166138.69781665
200,201,Trek Powerfly 5 FS - 2018,9,5,2018,4499.99,2025-11-24 02:47:01,from_csv_file,213607.03281665
201,202,Trek Powerfly 5 Women's - 2018,9,5,2018,3499.99,2025-11-24 02:47:01,from_csv_file,166138.69781665
202,203,Trek Powerfly 7 FS - 2018,9,5,2018,4999.99,2025-11-24 02:47:01,from_csv_file,237341.20031665
203,204,Trek Super Commuter+ 7 - 2018,9,5,2018,3599.99,2025-11-24 02:47:01,from_csv_file,170885.53131665
204,205,Trek Super Commuter+ 8S - 2018,9,5,2018,4999.99,2025-11-24 02:47:01,from_csv_file,237341.20031665
205,206,Trek Boone 5 Disc - 2018,9,4,2018,3299.99,2025-11-24 02:47:01,from_csv_file,156645.03081665
206,207,Trek Boone 7 Disc - 2018,9,4,2018,3999.99,2025-11-24 02:47:01,from_csv_file,189872.86531665002
207,208,Trek Crockett 5 Disc - 2018,9,4,2018,1799.99,2025-11-24 02:47:01,from_csv_file,85442.52831665
208,209,Trek Crockett 7 Disc - 2018,9,4,2018,2999.99,2025-11-24 02:47:01,from_csv_file,142404.53031665
209,210,Surly Straggler - 2018,8,4,2018,1549.0,2025-11-24 02:47:01,from_csv_file,73528.45091500001
210,211,Surly Straggler 650b - 2018,8,4,2018,1549.0,2025-11-24 02:47:01,from_csv_file,73528.45091500001
211,212,Electra Townie Original 21D - 2018,1,3,2018,559.99,2025-11-24 02:47:01,from_csv_file,26581.792916650003
212,213,Electra Cruiser 1 - 2016/2017/2018,1,3,2018,269.99,2025-11-24 02:47:01,from_csv_file,12815.97576665
213,214,Electra Tiger Shark 3i - 2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
214,215,Electra Queen of Hearts 3i - 2018,1,3,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
215,216,Electra Super Moto 8i - 2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
216,217,Electra Straight 8 3i - 2018,1,3,2018,909.99,2025-11-24 02:47:01,from_csv_file,43195.71016665
217,218,Electra Cruiser 7D - 2016/2017/2018,1,3,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
218,219,Electra Moto 3i - 2018,1,3,2018,639.99,2025-11-24 02:47:01,from_csv_file,30379.25971665
219,220,Electra Cruiser 1 Ladies' - 2018,1,3,2018,269.99,2025-11-24 02:47:01,from_csv_file,12815.97576665
220,221,Electra Cruiser 7D Ladies' - 2016/2018,1,3,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
221,222,Electra Cruiser 1 Tall - 2016/2018,1,3,2018,269.99,2025-11-24 02:47:01,from_csv_file,12815.97576665
222,223,Electra Cruiser Lux 3i - 2018,1,3,2018,529.99,2025-11-24 02:47:01,from_csv_file,25157.74286665
223,224,Electra Cruiser Lux 7D - 2018,1,3,2018,479.99,2025-11-24 02:47:01,from_csv_file,22784.32611665
224,225,Electra Delivery 3i - 2016/2017/2018,1,3,2018,959.99,2025-11-24 02:47:01,from_csv_file,45569.126916650006
