order_id,item_id,order_status,customer_id,product_id,brand_id,category_id,store_id,staff_id,order_date,required_date,shipped_date,region_id,latency_days,Late_Deliveries,Locality_Flag,quantity,list_price,local_price,discount,total_amount_US,total_amount_EG
17,4,4,1175,20,1,3,1,3,20160112,20160114,20160114,154,2.0,False,Non local,2,599.99,28480.52631665,0.2,239.996,11392.210526660001
18,1,4,541,2,5,6,1,3,20160114,20160117,20160115,64,1.0,False,Non local,2,749.99,35600.776566650005,0.2,299.99600000000004,14240.310626660003
18,2,4,541,22,1,1,1,3,20160114,20160117,20160115,64,1.0,False,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
18,3,4,541,7,9,6,1,3,20160114,20160117,20160115,64,1.0,False,Non local,1,3999.99,189872.86531665,0.1,399.999,18987.286531665
18,4,4,541,25,1,2,1,3,20160114,20160117,20160115,64,1.0,False,Non local,2,499.99,23733.692816650004,0.05,49.999,2373.3692816650005
18,5,4,541,9,9,5,1,3,20160114,20160117,20160115,64,1.0,False,Non local,2,2999.99,142404.53031665,0.1,599.9979999999999,28480.90606333
19,1,4,696,10,8,4,1,2,20160114,20160117,20160116,37,2.0,False,Non local,1,1549.0,73528.45091500001,0.07,108.43,5146.991564050001
19,2,4,696,9,9,5,1,2,20160114,20160117,20160116,37,2.0,False,Non local,2,2999.99,142404.53031665,0.2,1199.9959999999999,56961.81212666
20,1,4,923,9,9,5,1,2,20160114,20160116,20160117,132,3.0,True,Non local,1,2999.99,142404.53031665,0.07,209.9993,9968.317122165501
20,2,4,923,10,8,4,1,2,20160114,20160116,20160117,132,3.0,True,Non local,2,1549.0,73528.45091500001,0.07,216.86,10293.983128100002
21,1,4,1250,14,1,3,2,6,20160115,20160116,20160118,152,3.0,True,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
21,2,4,1250,17,4,3,2,6,20160115,20160116,20160118,152,3.0,True,Non local,1,429.0,20363.915715000003,0.1,42.900000000000006,2036.3915715000003
21,3,4,1250,10,8,4,2,6,20160115,20160116,20160118,152,3.0,True,Non local,1,1549.0,73528.45091500001,0.07,108.43,5146.991564050001
22,1,4,1035,15,1,3,1,2,20160116,20160118,20160117,2,1.0,False,Non local,2,529.99,25157.74286665,0.2,211.996,10063.097146660002
22,2,4,1035,22,1,1,1,2,20160116,20160118,20160117,2,1.0,False,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
23,1,4,1149,4,9,6,1,2,20160116,20160119,20160119,109,3.0,False,Non local,2,2899.99,137657.69681665,0.05,289.99899999999997,13765.769681664999
23,2,4,1149,23,1,1,1,2,20160116,20160119,20160119,109,3.0,False,Non local,2,299.99,14240.02581665,0.1,59.998000000000005,2848.0051633300004
23,3,4,1149,13,1,3,1,2,20160116,20160119,20160119,109,3.0,False,Non local,1,269.99,12815.97576665,0.2,53.998000000000005,2563.1951533300003
24,1,4,636,3,8,6,2,7,20160118,20160120,20160119,81,1.0,False,Non local,2,999.99,47467.86031665,0.1,199.99800000000002,9493.57206333
24,2,4,636,18,4,3,2,7,20160118,20160120,20160119,81,1.0,False,Non local,2,449.0,21313.282415,0.07,62.86000000000001,2983.8595381000005
25,1,4,657,23,1,1,2,6,20160118,20160121,20160121,63,3.0,False,local,2,299.99,14240.02581665,0.2,119.99600000000001,5696.010326660001
25,2,4,657,10,8,4,2,6,20160118,20160121,20160121,63,3.0,False,local,2,1549.0,73528.45091500001,0.2,619.6,29411.380366000005
25,3,4,657,22,1,1,2,6,20160118,20160121,20160121,63,3.0,False,local,1,269.99,12815.97576665,0.2,53.998000000000005,2563.1951533300003
25,4,4,657,14,1,3,2,6,20160118,20160121,20160121,63,3.0,False,local,1,269.99,12815.97576665,0.2,53.998000000000005,2563.1951533300003
25,5,4,657,21,1,1,2,6,20160118,20160121,20160121,63,3.0,False,local,1,269.99,12815.97576665,0.1,26.999000000000002,1281.5975766650001
26,1,4,1280,7,9,6,2,7,20160118,20160121,20160119,158,1.0,False,Non local,1,3999.99,189872.86531665,0.05,199.9995,9493.6432658325
26,2,4,1280,2,5,6,2,7,20160118,20160121,20160119,158,1.0,False,Non local,1,749.99,35600.776566650005,0.2,149.99800000000002,7120.155313330001
26,3,4,1280,12,1,3,2,7,20160118,20160121,20160119,158,1.0,False,Non local,1,549.99,26107.10956665,0.2,109.998,5221.42191333
26,4,4,1280,21,1,1,2,7,20160118,20160121,20160119,158,1.0,False,Non local,2,269.99,12815.97576665,0.07,37.79860000000001,1794.2366073310002
27,1,4,57,5,3,6,2,7,20160119,20160121,20160120,48,1.0,False,Non local,1,1320.99,62705.19585165,0.2,264.19800000000004,12541.039170330001
27,2,4,57,19,4,3,2,7,20160119,20160121,20160120,48,1.0,False,Non local,1,449.0,21313.282415,0.2,89.80000000000001,4262.656483000001
27,3,4,57,26,1,2,2,7,20160119,20160121,20160120,48,1.0,False,Non local,2,599.99,28480.52631665,0.07,83.99860000000001,3987.2736843310004
27,4,4,57,8,9,6,2,7,20160119,20160121,20160120,48,1.0,False,Non local,1,1799.99,85442.52831665,0.07,125.99930000000002,5980.976982165501
28,1,4,252,5,3,6,2,6,20160119,20160120,20160121,39,2.0,True,Non local,1,1320.99,62705.19585165,0.05,66.04950000000001,3135.2597925825003
28,2,4,252,7,9,6,2,6,20160119,20160120,20160121,39,2.0,True,Non local,2,3999.99,189872.86531665,0.2,1599.996,75949.14612666
28,3,4,252,14,1,3,2,6,20160119,20160120,20160121,39,2.0,True,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
28,4,4,252,6,8,6,2,6,20160119,20160120,20160121,39,2.0,True,Non local,1,469.99,22309.64276665,0.05,23.4995,1115.4821383325
29,1,4,437,24,1,2,2,6,20160120,20160122,20160121,1,1.0,False,Non local,2,549.99,26107.10956665,0.05,54.999,2610.710956665
29,2,4,437,6,8,6,2,6,20160120,20160122,20160121,1,1.0,False,Non local,1,469.99,22309.64276665,0.2,93.998,4461.92855333
29,3,4,437,21,1,1,2,6,20160120,20160122,20160121,1,1.0,False,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
29,4,4,437,8,9,6,2,6,20160120,20160122,20160121,1,1.0,False,Non local,1,1799.99,85442.52831665,0.2,359.99800000000005,17088.50566333
29,5,4,437,14,1,3,2,6,20160120,20160122,20160121,1,1.0,False,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
30,1,4,1348,26,1,2,2,6,20160120,20160121,20160121,44,1.0,False,Non local,1,599.99,28480.52631665,0.05,29.9995,1424.0263158325001
30,2,4,1348,17,4,3,2,6,20160120,20160121,20160121,44,1.0,False,Non local,1,429.0,20363.915715000003,0.07,30.03,1425.4741000500003
30,3,4,1348,19,4,3,2,6,20160120,20160121,20160121,44,1.0,False,Non local,1,449.0,21313.282415,0.1,44.900000000000006,2131.3282415000003
30,4,4,1348,4,9,6,2,6,20160120,20160121,20160121,44,1.0,False,Non local,1,2899.99,137657.69681665,0.1,289.99899999999997,13765.769681664999
30,5,4,1348,7,9,6,2,6,20160120,20160121,20160121,44,1.0,False,Non local,2,3999.99,189872.86531665,0.1,799.998,37974.57306333
31,1,4,1238,11,8,4,3,8,20160120,20160122,20160122,164,2.0,False,Non local,2,1680.99,79793.79645165,0.05,168.09900000000002,7979.379645165001
31,2,4,1238,9,9,5,3,8,20160120,20160122,20160122,164,2.0,False,Non local,2,2999.99,142404.53031665,0.2,1199.9959999999999,56961.81212666
32,1,4,1259,8,9,6,1,3,20160121,20160124,20160122,51,1.0,False,Non local,2,1799.99,85442.52831665,0.07,251.99860000000004,11961.953964331002
32,2,4,1259,12,1,3,1,3,20160121,20160124,20160122,51,1.0,False,Non local,2,549.99,26107.10956665,0.07,76.99860000000001,3654.995339331
32,3,4,1259,25,1,2,1,3,20160121,20160124,20160122,51,1.0,False,Non local,2,499.99,23733.692816650004,0.1,99.998,4746.738563330001
33,1,4,236,23,1,1,2,6,20160121,20160122,20160122,121,1.0,False,Non local,2,299.99,14240.02581665,0.07,41.9986,1993.6036143310002
33,2,4,236,7,9,6,2,6,20160121,20160122,20160122,121,1.0,False,Non local,1,3999.99,189872.86531665,0.1,399.999,18987.286531665
34,1,4,80,8,9,6,2,6,20160122,20160125,20160123,7,1.0,False,Non local,2,1799.99,85442.52831665,0.07,251.99860000000004,11961.953964331002
34,2,4,80,10,8,4,2,6,20160122,20160125,20160123,7,1.0,False,Non local,2,1549.0,73528.45091500001,0.1,309.8,14705.690183000002
34,3,4,80,17,4,3,2,6,20160122,20160125,20160123,7,1.0,False,Non local,2,429.0,20363.915715000003,0.2,171.60000000000002,8145.566286000001
35,1,4,813,18,4,3,2,7,20160122,20160125,20160124,84,2.0,False,Non local,1,449.0,21313.282415,0.05,22.450000000000003,1065.6641207500002
35,2,4,813,20,1,3,2,7,20160122,20160125,20160124,84,2.0,False,Non local,2,599.99,28480.52631665,0.05,59.999,2848.0526316650003
35,3,4,813,5,3,6,2,7,20160122,20160125,20160124,84,2.0,False,Non local,1,1320.99,62705.19585165,0.2,264.19800000000004,12541.039170330001
35,4,4,813,21,1,1,2,7,20160122,20160125,20160124,84,2.0,False,Non local,2,269.99,12815.97576665,0.07,37.79860000000001,1794.2366073310002
35,5,4,813,22,1,1,2,7,20160122,20160125,20160124,84,2.0,False,Non local,1,269.99,12815.97576665,0.07,18.899300000000004,897.1183036655001
36,1,4,1321,9,9,5,2,6,20160123,20160124,20160124,104,1.0,False,Non local,1,2999.99,142404.53031665,0.07,209.9993,9968.317122165501
36,2,4,1321,5,3,6,2,6,20160123,20160124,20160124,104,1.0,False,Non local,1,1320.99,62705.19585165,0.05,66.04950000000001,3135.2597925825003
36,3,4,1321,3,8,6,2,6,20160123,20160124,20160124,104,1.0,False,Non local,2,999.99,47467.86031665,0.2,399.99600000000004,18987.14412666
37,1,4,164,16,1,3,2,6,20160125,20160128,20160126,106,1.0,False,Non local,2,599.99,28480.52631665,0.05,59.999,2848.0526316650003
38,1,4,583,7,9,6,2,7,20160125,20160127,20160126,25,1.0,False,Non local,2,3999.99,189872.86531665,0.05,399.999,18987.286531665
38,2,4,583,23,1,1,2,7,20160125,20160127,20160126,25,1.0,False,Non local,1,299.99,14240.02581665,0.07,20.9993,996.8018071655001
38,3,4,583,25,1,2,2,7,20160125,20160127,20160126,25,1.0,False,Non local,1,499.99,23733.692816650004,0.2,99.998,4746.738563330001
38,4,4,583,10,8,4,2,7,20160125,20160127,20160126,25,1.0,False,Non local,2,1549.0,73528.45091500001,0.1,309.8,14705.690183000002
38,5,4,583,24,1,2,2,7,20160125,20160127,20160126,25,1.0,False,Non local,1,549.99,26107.10956665,0.07,38.499300000000005,1827.4976696655
39,1,4,1296,22,1,1,2,7,20160125,20160126,20160126,96,1.0,False,Non local,2,269.99,12815.97576665,0.2,107.99600000000001,5126.3903066600005
39,2,4,1296,16,1,3,2,7,20160125,20160126,20160126,96,1.0,False,Non local,2,599.99,28480.52631665,0.2,239.996,11392.210526660001
39,3,4,1296,3,8,6,2,7,20160125,20160126,20160126,96,1.0,False,Non local,2,999.99,47467.86031665,0.05,99.99900000000001,4746.786031665
39,4,4,1296,15,1,3,2,7,20160125,20160126,20160126,96,1.0,False,Non local,1,529.99,25157.74286665,0.1,52.999,2515.7742866650005
40,1,4,348,17,4,3,1,3,20160127,20160128,20160129,64,2.0,True,Non local,1,429.0,20363.915715000003,0.2,85.80000000000001,4072.7831430000006
40,2,4,348,8,9,6,1,3,20160127,20160128,20160129,64,2.0,True,Non local,2,1799.99,85442.52831665,0.2,719.9960000000001,34177.01132666
41,1,4,979,5,3,6,2,6,20160127,20160130,20160129,156,2.0,False,Non local,1,1320.99,62705.19585165,0.1,132.09900000000002,6270.5195851650005
41,2,4,979,19,4,3,2,6,20160127,20160130,20160129,156,2.0,False,Non local,2,449.0,21313.282415,0.2,179.60000000000002,8525.312966000001
41,3,4,979,26,1,2,2,6,20160127,20160130,20160129,156,2.0,False,Non local,2,599.99,28480.52631665,0.2,239.996,11392.210526660001
42,1,4,1095,19,4,3,2,7,20160127,20160128,20160130,114,3.0,True,Non local,1,449.0,21313.282415,0.05,22.450000000000003,1065.6641207500002
43,1,4,1434,13,1,3,2,7,20160127,20160128,20160130,33,3.0,True,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
43,2,4,1434,12,1,3,2,7,20160127,20160128,20160130,33,3.0,True,Non local,2,549.99,26107.10956665,0.05,54.999,2610.710956665
44,1,4,861,7,9,6,2,7,20160128,20160131,20160130,142,2.0,False,Non local,1,3999.99,189872.86531665,0.1,399.999,18987.286531665
44,2,4,861,16,1,3,2,7,20160128,20160131,20160130,142,2.0,False,Non local,1,599.99,28480.52631665,0.05,29.9995,1424.0263158325001
45,1,4,1220,4,9,6,2,7,20160128,20160131,20160131,66,3.0,False,Non local,2,2899.99,137657.69681665,0.2,1159.9959999999999,55063.078726659995
45,2,4,1220,22,1,1,2,7,20160128,20160131,20160131,66,3.0,False,Non local,1,269.99,12815.97576665,0.07,18.899300000000004,897.1183036655001
45,3,4,1220,21,1,1,2,7,20160128,20160131,20160131,66,3.0,False,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
46,1,4,746,17,4,3,2,7,20160129,20160131,20160131,49,2.0,False,Non local,1,429.0,20363.915715000003,0.1,42.900000000000006,2036.3915715000003
47,1,4,1234,6,8,6,2,7,20160129,20160130,20160131,27,2.0,True,Non local,1,469.99,22309.64276665,0.05,23.4995,1115.4821383325
47,2,4,1234,15,1,3,2,7,20160129,20160130,20160131,27,2.0,True,Non local,1,529.99,25157.74286665,0.1,52.999,2515.7742866650005
47,3,4,1234,25,1,2,2,7,20160129,20160130,20160131,27,2.0,True,Non local,2,499.99,23733.692816650004,0.07,69.99860000000001,3322.716994331001
47,4,4,1234,13,1,3,2,7,20160129,20160130,20160131,27,2.0,True,Non local,1,269.99,12815.97576665,0.2,53.998000000000005,2563.1951533300003
48,1,4,1012,11,8,4,2,7,20160130,20160201,20160202,32,3.0,True,Non local,1,1680.99,79793.79645165,0.1,168.09900000000002,7979.379645165001
48,2,4,1012,4,9,6,2,7,20160130,20160201,20160202,32,3.0,True,Non local,1,2899.99,137657.69681665,0.2,579.9979999999999,27531.539363329997
48,3,4,1012,5,3,6,2,7,20160130,20160201,20160202,32,3.0,True,Non local,2,1320.99,62705.19585165,0.1,264.19800000000004,12541.039170330001
48,4,4,1012,14,1,3,2,7,20160130,20160201,20160202,32,3.0,True,Non local,2,269.99,12815.97576665,0.07,37.79860000000001,1794.2366073310002
49,1,4,608,13,1,3,2,6,20160131,20160201,20160202,162,2.0,True,Non local,2,269.99,12815.97576665,0.07,37.79860000000001,1794.2366073310002
50,1,4,872,3,8,6,3,8,20160131,20160203,20160202,89,2.0,False,Non local,1,999.99,47467.86031665,0.05,49.999500000000005,2373.3930158325
50,2,4,872,26,1,2,3,8,20160131,20160203,20160202,89,2.0,False,Non local,2,599.99,28480.52631665,0.07,83.99860000000001,3987.2736843310004
50,3,4,872,13,1,3,3,8,20160131,20160203,20160202,89,2.0,False,Non local,2,269.99,12815.97576665,0.2,107.99600000000001,5126.3903066600005
51,1,4,1047,13,1,3,2,7,20160201,20160202,20160203,80,2.0,True,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
51,2,4,1047,20,1,3,2,7,20160201,20160202,20160203,80,2.0,True,Non local,1,599.99,28480.52631665,0.05,29.9995,1424.0263158325001
51,3,4,1047,26,1,2,2,7,20160201,20160202,20160203,80,2.0,True,Non local,2,599.99,28480.52631665,0.2,239.996,11392.210526660001
52,1,4,767,25,1,2,1,2,20160203,20160204,20160205,83,2.0,True,Non local,1,499.99,23733.692816650004,0.07,34.999300000000005,1661.3584971655005
53,1,4,965,8,9,6,2,6,20160203,20160204,20160205,101,2.0,True,Non local,2,1799.99,85442.52831665,0.2,719.9960000000001,34177.01132666
53,2,4,965,23,1,1,2,6,20160203,20160204,20160205,101,2.0,True,Non local,2,299.99,14240.02581665,0.05,29.999000000000002,1424.0025816650002
53,3,4,965,14,1,3,2,6,20160203,20160204,20160205,101,2.0,True,Non local,2,269.99,12815.97576665,0.2,107.99600000000001,5126.3903066600005
53,4,4,965,25,1,2,2,6,20160203,20160204,20160205,101,2.0,True,Non local,2,499.99,23733.692816650004,0.1,99.998,4746.738563330001
54,1,4,535,26,1,2,2,7,20160204,20160207,20160207,25,3.0,False,Non local,2,599.99,28480.52631665,0.2,239.996,11392.210526660001
54,2,4,535,3,8,6,2,7,20160204,20160207,20160207,25,3.0,False,Non local,1,999.99,47467.86031665,0.2,199.99800000000002,9493.57206333
55,1,4,1173,21,1,1,2,6,20160204,20160207,20160206,138,2.0,False,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
55,2,4,1173,25,1,2,2,6,20160204,20160207,20160206,138,2.0,False,Non local,2,499.99,23733.692816650004,0.2,199.996,9493.477126660002
55,3,4,1173,15,1,3,2,6,20160204,20160207,20160206,138,2.0,False,Non local,2,529.99,25157.74286665,0.2,211.996,10063.097146660002
56,1,4,1241,20,1,3,2,6,20160204,20160206,20160207,55,3.0,True,Non local,2,599.99,28480.52631665,0.07,83.99860000000001,3987.2736843310004
57,1,4,1305,23,1,1,2,7,20160204,20160206,20160206,169,2.0,False,Non local,2,299.99,14240.02581665,0.1,59.998000000000005,2848.0051633300004
57,2,4,1305,19,4,3,2,7,20160204,20160206,20160206,169,2.0,False,Non local,2,449.0,21313.282415,0.2,179.60000000000002,8525.312966000001
57,3,4,1305,13,1,3,2,7,20160204,20160206,20160206,169,2.0,False,Non local,1,269.99,12815.97576665,0.07,18.899300000000004,897.1183036655001
58,1,4,504,14,1,3,2,6,20160205,20160207,20160207,70,2.0,False,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
58,2,4,504,18,4,3,2,6,20160205,20160207,20160207,70,2.0,False,Non local,1,449.0,21313.282415,0.07,31.430000000000003,1491.9297690500002
58,3,4,504,23,1,1,2,6,20160205,20160207,20160207,70,2.0,False,Non local,1,299.99,14240.02581665,0.1,29.999000000000002,1424.0025816650002
59,1,4,563,21,1,1,2,7,20160205,20160207,20160206,39,1.0,False,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
59,2,4,563,2,5,6,2,7,20160205,20160207,20160206,39,1.0,False,Non local,1,749.99,35600.776566650005,0.1,74.99900000000001,3560.0776566650006
59,3,4,563,17,4,3,2,7,20160205,20160207,20160206,39,1.0,False,Non local,2,429.0,20363.915715000003,0.1,85.80000000000001,4072.7831430000006
60,1,4,151,14,1,3,1,3,20160206,20160208,20160207,23,1.0,False,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
60,2,4,151,4,9,6,1,3,20160206,20160208,20160207,23,1.0,False,Non local,1,2899.99,137657.69681665,0.1,289.99899999999997,13765.769681664999
60,3,4,151,15,1,3,1,3,20160206,20160208,20160207,23,1.0,False,Non local,1,529.99,25157.74286665,0.07,37.09930000000001,1761.0420006655004
60,4,4,151,22,1,1,1,3,20160206,20160208,20160207,23,1.0,False,Non local,1,269.99,12815.97576665,0.2,53.998000000000005,2563.1951533300003
61,1,4,277,25,1,2,2,7,20160206,20160209,20160209,10,3.0,False,Non local,1,499.99,23733.692816650004,0.1,49.999,2373.3692816650005
61,2,4,277,15,1,3,2,7,20160206,20160209,20160209,10,3.0,False,Non local,2,529.99,25157.74286665,0.05,52.999,2515.7742866650005
61,3,4,277,5,3,6,2,7,20160206,20160209,20160209,10,3.0,False,Non local,2,1320.99,62705.19585165,0.2,528.3960000000001,25082.078340660002
62,1,4,208,14,1,3,1,2,20160207,20160210,20160210,120,3.0,False,Non local,1,269.99,12815.97576665,0.07,18.899300000000004,897.1183036655001
62,2,4,208,8,9,6,1,2,20160207,20160210,20160210,120,3.0,False,Non local,2,1799.99,85442.52831665,0.1,359.99800000000005,17088.50566333
62,3,4,208,22,1,1,1,2,20160207,20160210,20160210,120,3.0,False,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
63,1,4,1075,25,1,2,2,7,20160207,20160209,20160209,66,2.0,False,Non local,2,499.99,23733.692816650004,0.1,99.998,4746.738563330001
63,2,4,1075,19,4,3,2,7,20160207,20160209,20160209,66,2.0,False,Non local,2,449.0,21313.282415,0.05,44.900000000000006,2131.3282415000003
63,3,4,1075,3,8,6,2,7,20160207,20160209,20160209,66,2.0,False,Non local,1,999.99,47467.86031665,0.1,99.99900000000001,4746.786031665
64,1,4,1185,25,1,2,2,6,20160207,20160208,20160209,186,2.0,True,Non local,2,499.99,23733.692816650004,0.1,99.998,4746.738563330001
