,order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extracted_date,data_source,latency_days,Late_Deliveries:,Locality_Flag
56,57,1305,4,2016-02-04,2016-02-06,2016-02-06,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
57,58,504,4,2016-02-05,2016-02-07,2016-02-07,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
58,59,563,4,2016-02-05,2016-02-07,2016-02-06,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
59,60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
60,61,277,4,2016-02-06,2016-02-09,2016-02-09,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
61,62,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
62,63,1075,4,2016-02-07,2016-02-09,2016-02-09,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
63,64,1185,4,2016-02-07,2016-02-08,2016-02-09,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
64,65,996,4,2016-02-08,2016-02-09,2016-02-11,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
65,66,1253,4,2016-02-09,2016-02-12,2016-02-12,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
66,67,526,4,2016-02-09,2016-02-11,2016-02-10,3,8,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
67,68,381,4,2016-02-10,2016-02-11,2016-02-13,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
68,69,1413,4,2016-02-10,2016-02-12,2016-02-11,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
69,70,50,3,2016-02-11,2016-02-11,,3,9,2025-11-24 02:06:42,mysql_database,,False,Non local
70,71,797,4,2016-02-11,2016-02-14,2016-02-12,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
71,72,1386,4,2016-02-12,2016-02-15,2016-02-13,1,2,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
72,73,612,4,2016-02-12,2016-02-15,2016-02-14,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
73,74,264,4,2016-02-13,2016-02-15,2016-02-15,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
74,75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
75,76,9,3,2016-02-16,2016-02-16,,2,6,2025-11-24 02:06:42,mysql_database,,False,Non local
76,77,385,4,2016-02-16,2016-02-19,2016-02-19,1,2,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
77,78,1182,4,2016-02-16,2016-02-18,2016-02-19,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
78,79,529,4,2016-02-17,2016-02-20,2016-02-20,1,3,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
79,80,397,4,2016-02-17,2016-02-20,2016-02-19,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
80,81,521,4,2016-02-17,2016-02-19,2016-02-18,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
81,82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
82,83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
83,84,317,4,2016-02-20,2016-02-22,2016-02-21,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
84,85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
85,86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
86,87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
87,88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
88,89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
89,90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
90,91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
91,92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
92,93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
93,94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
94,95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
95,96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
96,97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
97,98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
98,99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
99,100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
100,101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
101,102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
102,103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
103,104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
104,105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
105,106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
106,107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
107,108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
108,109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
109,110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
110,111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
111,112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
112,113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
113,114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
114,115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
115,116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
116,117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
117,118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
118,119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
119,120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
120,121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
121,122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
122,123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
123,124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
124,125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
125,126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
126,127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
127,128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
128,129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
129,130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
130,131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
131,132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
132,133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
133,134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
134,135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
135,136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
136,137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
137,138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
138,139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
139,140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
140,141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
141,142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
142,143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
143,144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
144,145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
145,146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
146,147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
147,148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
148,149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
149,150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
150,151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
151,152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
152,153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
153,154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
154,155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
155,156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
156,157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
157,158,117,3,2016-04-04,2016-04-04,,3,9,2025-11-24 02:06:42,mysql_database,,False,Non local
158,159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
159,160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
160,161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
161,162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
162,163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
163,164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
164,165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
165,166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
166,167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
167,168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
168,169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
169,170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
170,171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
171,172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
172,173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
173,174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
174,175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
175,176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
176,177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
177,178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
178,179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
179,180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
180,181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
181,182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
182,183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
183,184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
184,185,24,3,2016-04-20,2016-04-20,,1,2,2025-11-24 02:06:42,mysql_database,,False,Non local
185,186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
186,187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
187,188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
188,189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
189,190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
190,191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
191,192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
192,193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
193,194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
194,195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
195,196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
196,197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
197,198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
198,199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
199,200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
200,201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
201,202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
202,203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
203,204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
204,205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
205,206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
206,207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
207,208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
208,209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
209,210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
210,211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
211,212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
212,213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
213,214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
214,215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
215,216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
216,217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
217,218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,2025-11-24 02:06:42,mysql_database,2.0,False,Non local
218,219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,2025-11-24 02:06:42,mysql_database,3.0,False,Non local
219,220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,2025-11-24 02:06:42,mysql_database,3.0,True,Non local
220,221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
221,222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,2025-11-24 02:06:42,mysql_database,1.0,False,Non local
222,223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,2025-11-24 02:06:42,mysql_database,2.0,True,Non local
