order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extracted_date,data_source
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,2025-11-24 02:06:42,mysql_database
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,2025-11-24 02:06:42,mysql_database
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,2025-11-24 02:06:42,mysql_database
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,2025-11-24 02:06:42,mysql_database
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,2025-11-24 02:06:42,mysql_database
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,2025-11-24 02:06:42,mysql_database
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,2025-11-24 02:06:42,mysql_database
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,2025-11-24 02:06:42,mysql_database
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,2025-11-24 02:06:42,mysql_database
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,2025-11-24 02:06:42,mysql_database
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,2025-11-24 02:06:42,mysql_database
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,2025-11-24 02:06:42,mysql_database
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,2025-11-24 02:06:42,mysql_database
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,2025-11-24 02:06:42,mysql_database
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,2025-11-24 02:06:42,mysql_database
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,2025-11-24 02:06:42,mysql_database
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,2025-11-24 02:06:42,mysql_database
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,2025-11-24 02:06:42,mysql_database
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,2025-11-24 02:06:42,mysql_database
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,2025-11-24 02:06:42,mysql_database
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,2025-11-24 02:06:42,mysql_database
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,2025-11-24 02:06:42,mysql_database
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,2025-11-24 02:06:42,mysql_database
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,2025-11-24 02:06:42,mysql_database
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,2025-11-24 02:06:42,mysql_database
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,2025-11-24 02:06:42,mysql_database
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,2025-11-24 02:06:42,mysql_database
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,2025-11-24 02:06:42,mysql_database
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,2025-11-24 02:06:42,mysql_database
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,2025-11-24 02:06:42,mysql_database
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,2025-11-24 02:06:42,mysql_database
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,2025-11-24 02:06:42,mysql_database
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,2025-11-24 02:06:42,mysql_database
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,2025-11-24 02:06:42,mysql_database
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,2025-11-24 02:06:42,mysql_database
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,2025-11-24 02:06:42,mysql_database
239,13,3,2016-05-27,2016-05-27,,3,9,2025-11-24 02:06:42,mysql_database
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,2025-11-24 02:06:42,mysql_database
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,2025-11-24 02:06:42,mysql_database
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,2025-11-24 02:06:42,mysql_database
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,2025-11-24 02:06:42,mysql_database
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,2025-11-24 02:06:42,mysql_database
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,2025-11-24 02:06:42,mysql_database
246,17,3,2016-05-30,2016-05-30,,2,6,2025-11-24 02:06:42,mysql_database
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,2025-11-24 02:06:42,mysql_database
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,2025-11-24 02:06:42,mysql_database
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,2025-11-24 02:06:42,mysql_database
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,2025-11-24 02:06:42,mysql_database
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,2025-11-24 02:06:42,mysql_database
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,2025-11-24 02:06:42,mysql_database
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,2025-11-24 02:06:42,mysql_database
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,2025-11-24 02:06:42,mysql_database
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,2025-11-24 02:06:42,mysql_database
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,2025-11-24 02:06:42,mysql_database
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,2025-11-24 02:06:42,mysql_database
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,2025-11-24 02:06:42,mysql_database
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,2025-11-24 02:06:42,mysql_database
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,2025-11-24 02:06:42,mysql_database
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,2025-11-24 02:06:42,mysql_database
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,2025-11-24 02:06:42,mysql_database
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,2025-11-24 02:06:42,mysql_database
264,5,3,2016-06-10,2016-06-10,,1,3,2025-11-24 02:06:42,mysql_database
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,2025-11-24 02:06:42,mysql_database
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,2025-11-24 02:06:42,mysql_database
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,2025-11-24 02:06:42,mysql_database
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,2025-11-24 02:06:42,mysql_database
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,2025-11-24 02:06:42,mysql_database
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,2025-11-24 02:06:42,mysql_database
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,2025-11-24 02:06:42,mysql_database
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,2025-11-24 02:06:42,mysql_database
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,2025-11-24 02:06:42,mysql_database
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,2025-11-24 02:06:42,mysql_database
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,2025-11-24 02:06:42,mysql_database
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,2025-11-24 02:06:42,mysql_database
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,2025-11-24 02:06:42,mysql_database
